case:concept:name,concept:name,time:timestamp
07116433/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-26 09:55:28
07116433/2015,orientacaocecon-analisado,2016-01-28 09:32:08
07116433/2015,cotri-aguardandoanálisedocoordenador,2016-01-28 09:32:08
07116433/2015,cotri-analisado,2016-02-02 16:19:49
07116433/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-02 16:19:49
07116433/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-12 12:04:48
07116433/2015,gabinetesecretaria-despachoassinado,2016-02-12 20:29:09
07116433/2015,cecon-aguardandoprovidências,2016-02-15 08:18:37
07116433/2015,cecon-arquivado,2016-02-15 08:20:05
07116506/2015,cecon-protocolizado,2015-11-12 17:55:46
07116506/2015,cecon-distribuído,2015-11-12 17:55:46
07116506/2015,cecon-despachoassinado,2015-11-16 10:52:17
07116506/2015,cecon-documentoassinadopelocontribuinte,2015-11-19 08:53:04
07116506/2015,cecon-documentoassinado,2016-01-13 14:10:30
07116506/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-13 14:11:25
07116506/2015,orientacaocecon-analisado,2016-01-13 15:56:38
07116506/2015,cotri-aguardandoanálisedocoordenador,2016-01-13 15:56:38
07116506/2015,cotri-analisado,2016-01-26 16:40:05
07116506/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-01-26 16:40:05
07116506/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-12 15:52:25
07116506/2015,cecon-aguardandoprovidências,2016-02-15 14:43:53
07116506/2015,cecon-arquivado,2016-02-15 14:44:16
07139875/2015,cecon-protocolizado,2015-11-13 14:32:35
07139875/2015,cecon-distribuído,2015-11-13 14:32:40
07139875/2015,cecon-documentoassinadopelocontribuinte,2015-11-13 14:37:53
07139875/2015,cecon-despachoassinado,2015-11-23 15:37:27
07139875/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-11-23 15:37:58
07139875/2015,cecon-ciente,2015-11-24 14:14:25
07139875/2015,cecon-documentoassinadopelocontribuinte,2015-12-01 15:12:39
07139875/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-28 09:32:40
07139875/2015,orientacaocecon-analisado,2015-12-29 11:09:31
07139875/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-12-29 11:10:14
07139875/2015,cecon-ciente,2015-12-29 13:13:24
07139875/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-30 10:26:59
07139875/2015,orientacaocecon-analisado,2016-01-04 10:31:30
07139875/2015,cecon-aguardandoprovidências,2016-01-04 10:33:07
07139875/2015,cecon-documentoassinado,2016-01-06 10:23:15
07139875/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-07 11:44:14
07139875/2015,orientacaocecon-analisado,2016-01-07 16:55:07
07139875/2015,cotri-aguardandoanálisedocoordenador,2016-01-07 16:55:07
07139875/2015,cotri-analisado,2016-01-07 17:02:33
07139875/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-01-07 17:02:33
07139875/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-01-20 08:53:39
07139875/2015,cecon-aguardandoprovidências,2016-01-21 11:35:44
07139875/2015,cecon-arquivado,2016-01-21 11:36:08
07150976/2015,cecon-protocolizado,2015-11-16 08:27:09
07150976/2015,cecon-distribuído,2015-11-16 08:27:09
07150976/2015,cecon-documentoassinadopelocontribuinte,2015-11-16 08:28:07
07150976/2015,cecon-despachoassinado,2015-11-18 15:18:07
07150976/2015,cecon-documentoassinadopelocontribuinte,2015-11-24 13:50:33
07150976/2015,cecon-despachoassinado,2015-11-25 08:20:13
07150976/2015,cecon-documentoassinadopelocontribuinte,2015-12-01 15:19:12
07150976/2015,cecon-despachoassinado,2015-12-11 16:07:49
07150976/2015,cecon-documentoassinado,2015-12-22 14:05:11
07150976/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-22 14:07:07
07150976/2015,orientacaocecon-analisado,2015-12-29 17:28:56
07150976/2015,cecon-aguardandoprovidências,2015-12-29 17:29:25
07150976/2015,cecon-analisado,2016-01-13 18:58:32
07150976/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-13 18:58:32
07150976/2015,cecon-aguardandoanálisedoconsultoria,2016-01-28 09:36:51
07150976/2015,orientacaocecon-analisado,2016-01-28 09:36:51
07150976/2015,cecon-ajustado,2016-01-29 08:04:12
07150976/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-29 08:04:12
07150976/2015,orientacaocecon-analisado,2016-01-29 08:39:47
07150976/2015,cotri-aguardandoanálisedocoordenador,2016-01-29 08:39:47
07150976/2015,cotri-analisado,2016-02-02 16:20:26
07150976/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-02 16:20:26
07150976/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-05 13:32:07
07150976/2015,gabinetesecretaria-despachoassinado,2016-02-12 20:29:13
07150976/2015,cecon-aguardandoprovidências,2016-02-15 07:46:36
07150976/2015,cecon-arquivado,2016-02-15 07:47:57
07163733/2015,cecon-protocolizado,2015-11-16 11:35:00
07163733/2015,cecon-distribuído,2015-11-16 11:35:00
07163733/2015,cecon-despachoassinado,2015-11-18 16:22:03
07163733/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-11-18 16:22:43
07163733/2015,cecon-ciente,2015-11-23 16:38:19
07163733/2015,cecon-documentoassinadopelocontribuinte,2015-12-03 09:13:45
07163733/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-28 10:49:26
07163733/2015,orientacaocecon-analisado,2015-12-29 17:30:28
07163733/2015,cecon-aguardandoprovidências,2015-12-29 17:30:51
07163733/2015,cecon-redistribuído,2016-01-13 18:59:15
07163733/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-14 14:37:09
07163733/2015,cecon-aguardandoanálisedoconsultoria,2016-01-29 07:43:29
07163733/2015,orientacaocecon-analisado,2016-01-29 07:43:29
07163733/2015,cecon-despachoassinado,2016-01-29 10:21:44
07163733/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2016-02-02 09:27:50
07163733/2015,cecon-ciente,2016-02-17 08:34:16
07163733/2015,orientacaocecon-aguardandoanálisedoorientador,2016-03-08 13:53:17
07163733/2015,orientacaocecon-documentoassinado,2016-03-09 10:20:21
07163733/2015,cecon-aguardandoprovidências,2016-03-09 10:20:41
07163733/2015,orientacaocecon-analisado,2016-03-09 10:20:41
07163733/2015,cecon-arquivado,2016-04-01 07:32:58
07165280/2015,cecon-protocolizado,2015-11-16 12:02:33
07165280/2015,cecon-distribuído,2015-11-16 12:02:33
07165280/2015,cecon-despachoassinado,2015-11-20 10:43:21
07165280/2015,cecon-documentoassinadopelocontribuinte,2015-11-24 16:27:24
07165280/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-01 10:50:30
07165280/2015,cecon-aguardandoanálisedoconsultoria,2016-02-02 10:23:19
07165280/2015,orientacaocecon-sobrestado,2016-02-02 10:23:19
07165280/2015,cecon-despachoassinado,2016-02-04 14:43:55
07165280/2015,cecon-aguardandoprovidências,2016-02-04 14:47:01
07165280/2015,cecon-documentoassinadopelocontribuinte,2016-03-03 10:49:41
07165280/2015,cecon-documentoassinado,2016-03-15 16:03:13
07165280/2015,orientacaocecon-aguardandoanálisedoorientador,2016-03-15 16:08:14
07165280/2015,orientacaocecon-analisado,2016-03-21 09:36:24
07165280/2015,cotri-aguardandoanálisedocoordenador,2016-03-21 09:36:24
07165280/2015,cotri-analisado,2016-03-23 11:42:08
07165280/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-03-23 11:42:08
07165280/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-04-01 09:13:24
07165280/2015,gabinetesecretaria-despachoassinado,2016-04-07 19:51:26
07165280/2015,cecon-aguardandoprovidências,2016-04-08 06:42:55
07165280/2015,cecon-arquivado,2016-04-08 06:43:29
07166490/2015,cecon-protocolizado,2015-11-16 13:18:21
07166490/2015,cecon-distribuído,2015-11-16 13:18:21
07166490/2015,cecon-documentoassinadopelocontribuinte,2015-11-16 13:19:43
07166490/2015,cecon-despachoassinado,2015-11-24 11:55:37
07166490/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-11-24 13:49:52
07166490/2015,cecon-ciente,2015-11-24 13:58:20
07166490/2015,cecon-documentoassinadopelocontribuinte,2015-12-03 08:09:12
07166490/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-28 11:24:53
07166490/2015,orientacaocecon-analisado,2015-12-29 17:31:38
07166490/2015,cecon-aguardandoprovidências,2015-12-29 17:31:39
07166490/2015,cecon-redistribuído,2016-01-13 19:00:13
07166490/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-14 14:57:06
07166490/2015,cecon-aguardandoanálisedoconsultoria,2016-01-29 07:44:30
07166490/2015,orientacaocecon-analisado,2016-01-29 07:44:30
07166490/2015,cecon-documentoassinado,2016-02-01 09:41:55
07166490/2015,cecon-ajustado,2016-02-01 09:42:55
07166490/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-01 09:42:55
07166490/2015,orientacaocecon-analisado,2016-02-02 10:27:10
07166490/2015,cotri-aguardandoanálisedocoordenador,2016-02-02 10:27:10
07166490/2015,cotri-analisado,2016-02-02 16:20:57
07166490/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-02 16:20:57
07166490/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-05 13:29:46
07166490/2015,gabinetesecretaria-despachoassinado,2016-02-12 20:29:16
07166490/2015,cecon-aguardandoprovidências,2016-02-15 07:51:31
07166490/2015,cecon-arquivado,2016-02-15 07:52:11
07173470/2015,cecon-protocolizado,2015-11-16 14:51:31
07173470/2015,cecon-distribuído,2015-11-16 14:51:31
07173470/2015,cecon-despachoassinado,2015-11-25 08:58:25
07173470/2015,cecon-documentoassinadopelocontribuinte,2015-11-30 15:10:52
07173470/2015,cecon-documentoassinado,2016-01-28 09:49:53
07173470/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-28 09:53:53
07173470/2015,orientacaocecon-analisado,2016-01-29 07:47:06
07173470/2015,cotri-aguardandoanálisedocoordenador,2016-01-29 07:47:06
07173470/2015,cotri-analisado,2016-02-02 16:22:11
07173470/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-02 16:22:11
07173470/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-16 08:54:40
07173470/2015,gabinetesecretaria-despachoassinado,2016-02-16 12:35:11
07173470/2015,cecon-aguardandoprovidências,2016-02-16 13:55:28
07173470/2015,cecon-arquivado,2016-02-16 13:56:02
07175758/2015,cecon-protocolizado,2015-11-16 15:14:18
07175758/2015,cecon-distribuído,2015-11-16 15:14:18
07175758/2015,cecon-documentoassinado,2015-11-19 11:58:28
07175758/2015,orientacaocecon-aguardandoanálisedoorientador,2015-11-19 12:01:17
07175758/2015,orientacaocecon-analisado,2015-11-20 17:02:11
07175758/2015,cotri-aguardandoanálisedocoordenador,2015-11-20 17:02:16
07175758/2015,cotri-analisado,2015-11-25 10:53:48
07175758/2015,gabinetesecretaria-aguardandoanálisedosecretário,2015-11-25 10:54:07
07175758/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2015-12-18 14:19:15
07175758/2015,cecon-aguardandoprovidências,2015-12-18 15:52:46
07175758/2015,cecon-arquivado,2015-12-18 15:53:20
07184587/2015,cecon-protocolizado,2015-11-16 18:13:38
07184587/2015,cecon-distribuído,2015-11-16 18:13:38
07184587/2015,cecon-despachoassinado,2015-12-07 16:47:26
07184587/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-05 14:34:14
07184587/2015,orientacaocecon-documentoassinado,2016-02-10 12:47:31
07184587/2015,orientacaocecon-analisado,2016-02-10 12:47:50
07184587/2015,gabinetesecretaria-aguardandoprovidências,2016-02-10 12:47:50
07184587/2015,cecon-aguardandoprovidências,2016-02-10 14:35:31
07184587/2015,gabinetesecretaria-analisado,2016-02-10 14:35:31
07184587/2015,cecon-arquivado,2016-02-10 14:42:19
07194183/2015,cecon-protocolizado,2015-11-17 10:02:46
07194183/2015,cecon-distribuído,2015-11-17 10:02:47
07194183/2015,cecon-despachoassinado,2015-11-30 14:38:48
07194183/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-11-30 14:39:24
07194183/2015,cecon-ciente,2015-12-28 16:07:27
07194183/2015,cecon-documentoassinadopelocontribuinte,2015-12-30 12:19:54
07194183/2015,cecon-documentoassinado,2015-12-30 14:05:14
07194183/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-30 15:18:17
07194183/2015,orientacaocecon-analisado,2016-01-04 15:51:31
07194183/2015,cecon-aguardandoprovidências,2016-01-04 15:51:53
07194183/2015,cecon-analisado,2016-01-13 19:01:08
07194183/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-13 19:01:08
07194183/2015,cecon-aguardandoanálisedoconsultoria,2016-01-29 08:37:58
07194183/2015,orientacaocecon-ajustado,2016-01-29 08:37:58
07194183/2015,cecon-ajustado,2016-02-04 11:26:07
07194183/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-04 11:26:07
07194183/2015,cecon-aguardandoanálisedoconsultoria,2016-02-04 13:43:06
07194183/2015,orientacaocecon-analisado,2016-02-04 13:43:06
07194183/2015,cecon-ajustado,2016-02-10 15:27:12
07194183/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-10 15:27:12
07194183/2015,orientacaocecon-analisado,2016-02-11 09:37:41
07194183/2015,cotri-aguardandoanálisedocoordenador,2016-02-11 09:37:41
07194183/2015,cecon-aguardandoajustes,2016-02-12 15:19:58
07194183/2015,cotri-sobrestado,2016-02-12 15:19:58
07194183/2015,cecon-redistribuído,2016-02-24 11:04:09
07194183/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-24 15:48:36
07194183/2015,cecon-aguardandoanálisedoconsultoria,2016-02-25 13:58:31
07194183/2015,orientacaocecon-analisado,2016-02-25 13:58:31
07194183/2015,cecon-ajustado,2016-02-25 14:46:05
07194183/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-25 14:46:05
07194183/2015,orientacaocecon-analisado,2016-02-26 09:26:51
07194183/2015,cotri-aguardandoanálisedocoordenador,2016-02-26 09:26:51
07194183/2015,cotri-analisado,2016-03-02 17:53:46
07194183/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-03-02 17:53:46
07194183/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-03-15 14:39:52
07194183/2015,gabinetesecretaria-despachoassinado,2016-03-21 16:49:59
07194183/2015,cecon-aguardandoprovidências,2016-03-22 13:52:55
07194183/2015,cecon-arquivado,2016-03-22 13:54:00
07199363/2015,cecon-protocolizado,2015-11-17 11:09:47
07199363/2015,cecon-distribuído,2015-11-17 11:09:47
07199363/2015,cecon-despachoassinado,2015-11-23 09:46:50
07199363/2015,cecon-documentoassinadopelocontribuinte,2015-11-24 09:44:08
07199363/2015,cecon-documentoassinado,2015-12-11 15:34:34
07199363/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-11 15:38:47
07199363/2015,orientacaocecon-analisado,2015-12-17 11:47:56
07199363/2015,cotri-aguardandoanálisedocoordenador,2015-12-17 11:48:00
07199363/2015,cecon-aguardandoanálisedoconsultoria,2015-12-23 14:46:38
07199363/2015,cotri-distribuído,2015-12-23 14:46:38
07199363/2015,cecon-ajustado,2016-01-08 14:51:09
07199363/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-08 14:51:09
07199363/2015,orientacaocecon-analisado,2016-01-08 14:56:07
07199363/2015,cotri-aguardandoanálisedocoordenador,2016-01-08 14:56:08
07199363/2015,cotri-analisado,2016-01-11 09:50:32
07199363/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-01-11 09:50:47
07199363/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-17 17:54:39
07199363/2015,cecon-aguardandoprovidências,2016-02-18 07:35:18
07199363/2015,cecon-arquivado,2016-02-18 07:35:52
07206327/2015,cecon-protocolizado,2015-11-17 13:44:12
07206327/2015,cecon-distribuído,2015-11-17 13:44:12
07206327/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-03 14:00:06
07206327/2015,orientacaocecon-documentoassinado,2015-12-04 16:50:06
07206327/2015,cecon-aguardandoprovidências,2015-12-07 16:39:46
07206327/2015,cecon-arquivado,2015-12-11 09:25:05
07217299/2015,cecon-protocolizado,2015-11-17 15:45:40
07217299/2015,cecon-distribuído,2015-11-17 15:45:40
07217299/2015,cecon-despachoassinado,2015-11-20 09:40:10
07217299/2015,cecon-documentoassinado,2015-12-01 08:20:04
07217299/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-03 13:50:28
07217299/2015,orientacaocecon-analisado,2015-12-04 16:35:54
07217299/2015,cotri-aguardandoanálisedocoordenador,2015-12-04 16:36:22
07217299/2015,cotri-analisado,2015-12-04 16:48:28
07217299/2015,gabinetesecretaria-aguardandoanálisedosecretário,2015-12-04 16:48:46
07217299/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2015-12-14 09:45:57
07217299/2015,cecon-aguardandoprovidências,2015-12-16 15:20:16
07217299/2015,cecon-arquivado,2015-12-16 15:20:50
07222462/2015,cecon-protocolizado,2015-11-17 18:00:21
07222462/2015,cecon-distribuído,2015-11-17 18:00:21
07222462/2015,cecon-documentoassinadopelocontribuinte,2015-11-18 09:27:08
07222462/2015,cecon-despachoassinado,2015-11-30 15:42:44
07222462/2015,cecon-aguardandociênciadocontribuinte,2016-01-05 11:38:00
07222462/2015,cecon-ciente,2016-01-27 09:28:38
07222462/2015,orientacaocecon-aguardandoanálisedoorientador,2016-03-08 15:58:29
07222462/2015,orientacaocecon-documentoassinado,2016-03-09 10:21:16
07222462/2015,cecon-aguardandoprovidências,2016-03-09 10:21:36
07222462/2015,orientacaocecon-analisado,2016-03-09 10:21:36
07222462/2015,cecon-arquivado,2016-03-11 08:08:21
07233421/2015,cecon-protocolizado,2015-11-18 10:37:11
07233421/2015,cecon-distribuído,2015-11-18 10:37:12
07233421/2015,cecon-despachoassinado,2015-11-23 11:13:49
07233421/2015,cecon-documentoassinadopelocontribuinte,2015-11-25 09:05:04
07233421/2015,cecon-documentoassinado,2015-12-10 15:41:54
07233421/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-10 15:44:35
07233421/2015,orientacaocecon-analisado,2015-12-17 11:50:23
07233421/2015,cotri-aguardandoanálisedocoordenador,2015-12-17 11:50:28
07233421/2015,cotri-distribuído,2015-12-23 14:48:52
07233421/2015,cecon-aguardandoanálisedoconsultoria,2015-12-23 14:49:16
07233421/2015,cecon-redistribuído,2016-01-05 18:12:52
07233421/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-14 09:11:36
07233421/2015,cecon-aguardandoanálisedoconsultoria,2016-01-29 07:55:23
07233421/2015,orientacaocecon-analisado,2016-01-29 07:55:23
07233421/2015,cecon-ajustado,2016-02-02 09:13:59
07233421/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-02 09:13:59
07233421/2015,orientacaocecon-analisado,2016-02-02 10:31:18
07233421/2015,cotri-aguardandoanálisedocoordenador,2016-02-02 10:31:18
07233421/2015,cotri-analisado,2016-02-02 16:24:12
07233421/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-02 16:24:12
07233421/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-18 13:42:50
07233421/2015,gabinetesecretaria-despachoassinado,2016-03-03 19:09:48
07233421/2015,cecon-aguardandoprovidências,2016-03-07 16:14:19
07233421/2015,cecon-arquivado,2016-03-07 16:14:47
07239179/2015,cecon-protocolizado,2015-11-18 12:14:50
07239179/2015,cecon-distribuído,2015-11-18 12:14:50
07239179/2015,cecon-documentoassinado,2015-11-30 16:40:55
07239179/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-03 09:45:15
07239179/2015,orientacaocecon-analisado,2015-12-09 16:10:39
07239179/2015,cotri-aguardandoanálisedocoordenador,2015-12-09 16:10:45
07239179/2015,cotri-distribuído,2015-12-23 14:51:11
07239179/2015,cecon-aguardandoanálisedoconsultoria,2015-12-23 14:51:34
07239179/2015,cecon-ajustado,2016-01-08 17:40:44
07239179/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-08 17:40:48
07239179/2015,orientacaocecon-analisado,2016-01-11 08:26:48
07239179/2015,cotri-aguardandoanálisedocoordenador,2016-01-11 08:26:59
07239179/2015,cotri-analisado,2016-01-11 12:04:31
07239179/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-01-11 12:04:31
07239179/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-01-19 15:50:17
07239179/2015,cecon-aguardandoprovidências,2016-01-21 11:42:30
07239179/2015,cecon-arquivado,2016-01-21 11:43:03
07263711/2015,cecon-protocolizado,2015-11-19 09:45:30
07263711/2015,cecon-distribuído,2015-11-19 09:45:30
07263711/2015,cecon-documentoassinadopelocontribuinte,2015-11-23 10:02:29
07263711/2015,cecon-despachoassinado,2015-12-09 15:26:30
07263711/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-12-09 15:27:21
07263711/2015,cecon-documentoassinado,2015-12-09 16:04:24
07263711/2015,cecon-despachoassinado,2015-12-09 16:04:47
07263711/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2015-12-09 16:05:55
07263711/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-14 09:43:18
07263711/2015,orientacaocecon-documentoassinadopelocontribuinte,2015-12-14 10:29:54
07263711/2015,cecon-aguardandoprovidências,2015-12-14 18:05:26
07263711/2015,cecon-documentoassinadopelocontribuinte,2015-12-18 15:08:55
07263711/2015,cecon-documentoassinado,2015-12-18 16:55:22
07263711/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-21 14:01:01
07263711/2015,orientacaocecon-analisado,2015-12-29 17:33:34
07263711/2015,cecon-aguardandoprovidências,2015-12-29 17:34:05
07263711/2015,cecon-analisado,2016-01-13 19:03:44
07263711/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-13 19:03:44
07263711/2015,cecon-aguardandoanálisedoconsultoria,2016-01-29 08:03:04
07263711/2015,orientacaocecon-analisado,2016-01-29 08:03:04
07263711/2015,cecon-documentoassinadopelocontribuinte,2016-02-24 09:36:55
07263711/2015,cecon-despachoassinado,2016-03-01 09:58:39
07263711/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2016-03-01 10:00:56
07263711/2015,cecon-ciente,2016-03-02 08:49:51
07263711/2015,cecon-documentoassinadopelocontribuinte,2016-03-02 09:16:56
07263711/2015,orientacaocecon-aguardandoanálisedoorientador,2016-03-02 11:00:42
07263711/2015,orientacaocecon-analisado,2016-03-02 11:01:54
07263711/2015,cotri-aguardandoanálisedocoordenador,2016-03-02 11:01:54
07263711/2015,cecon-aguardandoanálisedoconsultoria,2016-03-02 11:11:11
07263711/2015,cotri-distribuído,2016-03-02 11:11:11
07263711/2015,cecon-documentoassinado,2016-03-02 11:41:32
07263711/2015,cecon-ajustado,2016-03-02 11:43:07
07263711/2015,orientacaocecon-aguardandoanálisedoorientador,2016-03-02 11:43:07
07263711/2015,orientacaocecon-analisado,2016-03-02 12:02:44
07263711/2015,cotri-aguardandoanálisedocoordenador,2016-03-02 12:02:44
07263711/2015,cotri-analisado,2016-03-02 17:40:45
07263711/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-03-02 17:40:45
07263711/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-03-09 16:06:03
07263711/2015,gabinetesecretaria-despachoassinado,2016-03-11 17:36:08
07263711/2015,cecon-aguardandoprovidências,2016-03-14 08:48:35
07263711/2015,cecon-arquivado,2016-03-14 08:49:14
07264475/2015,cecon-protocolizado,2015-11-19 09:53:23
07264475/2015,cecon-distribuído,2015-11-19 09:53:24
07264475/2015,cecon-despachoassinado,2015-11-23 16:30:50
07264475/2015,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2016-02-05 14:53:35
07264475/2015,cecon-ciente,2016-02-17 11:15:01
07264475/2015,cecon-documentoassinadopelocontribuinte,2016-02-17 16:09:59
07264475/2015,cecon-documentoassinado,2016-02-22 10:32:38
07264475/2015,orientacaocecon-aguardandoanálisedoorientador,2016-02-22 10:34:26
07264475/2015,orientacaocecon-analisado,2016-02-22 15:24:41
07264475/2015,cotri-aguardandoanálisedocoordenador,2016-02-22 15:24:41
07264475/2015,cotri-analisado,2016-02-26 16:55:37
07264475/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-26 16:55:37
07264475/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-03-07 09:19:38
07264475/2015,cecon-aguardandoprovidências,2016-03-07 10:05:06
07264475/2015,cecon-arquivado,2016-03-07 10:07:19
07280195/2015,cecon-protocolizado,2015-11-19 14:25:40
07280195/2015,cecon-distribuído,2015-11-19 14:25:43
07280195/2015,cecon-documentoassinado,2015-12-01 11:19:16
07280195/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-03 09:48:16
07280195/2015,orientacaocecon-analisado,2015-12-09 16:12:21
07280195/2015,cotri-aguardandoanálisedocoordenador,2015-12-09 16:12:29
07280195/2015,cecon-aguardandoanálisedoconsultoria,2015-12-23 14:53:15
07280195/2015,cotri-distribuído,2015-12-23 14:53:15
07280195/2015,cecon-ajustado,2016-01-08 17:42:43
07280195/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-08 17:42:43
07280195/2015,orientacaocecon-analisado,2016-01-11 08:28:10
07280195/2015,cotri-aguardandoanálisedocoordenador,2016-01-11 08:28:10
07280195/2015,cotri-analisado,2016-01-11 12:05:40
07280195/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-01-11 12:05:40
07280195/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-17 16:01:16
07280195/2015,cecon-aguardandoprovidências,2016-02-18 07:38:30
07280195/2015,cecon-arquivado,2016-02-18 07:39:06
07322742/2015,cecon-protocolizado,2015-11-20 16:09:34
07322742/2015,cecon-distribuído,2015-11-20 16:09:34
07322742/2015,cecon-documentoassinado,2015-12-03 16:21:39
07322742/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-03 16:33:47
07322742/2015,orientacaocecon-analisado,2015-12-09 16:26:33
07322742/2015,cotri-aguardandoanálisedocoordenador,2015-12-09 16:26:38
07322742/2015,cotri-analisado,2015-12-16 17:06:34
07322742/2015,gabinetesecretaria-aguardandoanálisedosecretário,2015-12-16 17:06:55
07322742/2015,gabinetesecretaria-regimeespecialdetributaçãoassinado,2016-02-05 12:02:56
07322742/2015,gabinetesecretaria-aguardandoanálisedosecretário,2016-02-05 12:03:24
07322742/2015,cecon-aguardandoprovidências,2016-02-15 15:10:48
07322742/2015,cecon-arquivado,2016-02-15 15:11:32
07362108/2015,cecon-protocolizado,2015-11-23 17:52:34
07362108/2015,cecon-distribuído,2015-11-23 17:52:34
07362108/2015,cecon-documentoassinado,2015-12-04 16:09:15
07362108/2015,orientacaocecon-aguardandoanálisedoorientador,2015-12-29 11:00:20
07362108/2015,orientacaocecon-analisado,2015-12-29 17:36:52
07362108/2015,cecon-aguardandoprovidências,2015-12-29 17:37:18
07362108/2015,cecon-analisado,2016-01-13 19:08:05
07362108/2015,orientacaocecon-aguardandoanálisedoorientador,2016-01-13 19:08:05
07362108/2015,orientacaocecon-analisado,2016-01-29 08:42:41
07362108/2015,cotri-aguardandoanálisedocoordenador,2016-01-29 08:42:41
07362108/2015,cotri-analisado,2016-02-02 16:24:49
