,CaseID
1511,4816046/2021
1512,4817360/2021
1513,4827587/2021
1514,4833099/2021
1515,4861424/2021
1516,4861432/2021
1517,4882898/2021
1518,4884866/2021
1519,4889370/2021
1520,4900411/2021
1521,4918329/2021
1522,4925007/2021
1523,4925252/2021
1524,4932895/2021
1525,4937838/2021
1526,4939121/2021
1527,4939229/2021
1528,4939970/2021
1529,4949046/2021
1530,4950567/2021
1531,4974172/2021
1532,4978186/2021
1533,4983368/2021
1534,4983465/2021
1535,4985972/2021
1536,4987720/2021
1537,4991182/2021
1538,4993550/2021
1539,4995811/2021
1540,4999752/2021
1541,5006072/2021
1542,5012153/2021
1543,5014482/2021
1544,5027320/2021
1545,5070277/2021
1546,5079827/2021
1547,5083549/2021
1548,5083697/2021
1549,5083859/2021
1550,5083905/2021
1551,5090855/2021
1552,5120240/2021
1553,5123079/2021
1554,5124300/2021
1555,5129239/2021
1556,5130393/2021
1557,5135115/2021
1558,5135239/2021
1559,5135310/2021
1560,5135654/2021
1561,5138025/2021
1562,5141042/2021
1563,5143738/2021
1564,5143789/2021
1565,5159120/2021
1566,5178051/2021
1567,5187140/2021
1568,5188995/2021
1569,5195703/2021
1570,5196173/2021
1571,5196777/2021
1572,5200812/2021
1573,5201169/2021
1574,5211172/2021
1575,5233850/2021
1576,5263989/2021
1577,5265043/2021
1578,5265159/2021
1579,5276860/2021
1580,5276959/2021
1581,5277556/2021
1582,5277629/2021
1583,5290846/2021
1584,5300000/2021
1585,5300094/2021
1586,5300370/2021
1587,5318570/2021
1588,5318619/2021
1589,5335246/2021
1590,5345837/2021
1591,5360577/2021
1592,5363266/2021
1593,5363452/2021
1594,5365196/2021
1595,5369965/2021
1596,5370556/2021
1597,5372923/2021
1598,5374888/2021
1599,5377429/2021
1600,5383291/2021
1601,5383348/2021
1602,5383364/2021
1603,5391740/2021
1604,5401419/2021
1605,5402741/2021
1606,5406755/2021
1607,5407662/2021
1608,5407905/2021
1609,5407930/2021
1610,5408065/2021
1611,5411368/2021
1612,5412054/2021
1613,5413565/2021
1614,5418311/2021
1615,5420332/2021
1616,5420766/2021
1617,5423021/2021
1618,5426004/2021
1619,5426187/2021
1620,5431687/2021
1621,5431954/2021
1622,5431970/2021
1623,5440252/2021
1624,5441399/2021
1625,5443804/2021
1626,5459492/2021
1627,5471565/2021
1628,5471603/2021
1629,5480157/2021
1630,5499290/2021
1631,5523425/2021
1632,5524197/2021
1633,5524375/2021
1634,5542098/2021
1635,5545526/2021
1636,5549696/2021
1637,5550970/2021
1638,5551313/2021
1639,5552158/2021
1640,5555360/2021
1641,5558563/2021
1642,5564539/2021
1643,5564709/2021
1644,5564814/2021
1645,5590009/2021
1646,5590564/2021
1647,5590580/2021
1648,5590599/2021
1649,5590602/2021
1650,5603445/2021
1651,5606070/2021
1652,5615737/2021
1653,5616067/2021
1654,5617225/2021
1655,5620129/2021
1656,5621400/2021
1657,5623403/2021
1658,5628294/2021
1659,5630108/2021
1660,5665289/2021
1661,5671807/2021
1662,5676485/2021
1663,5679603/2021
1664,5682892/2021
1665,5704187/2021
1666,5709758/2021
1667,5710136/2021
1668,5719230/2021
1669,5720832/2021
1670,5722991/2021
1671,5739045/2021
1672,5739339/2021
1673,5740612/2021
1674,5740965/2021
1675,5741260/2021
1676,5746394/2021
1677,5747650/2021
1678,5748850/2021
1679,5749148/2021
1680,5751134/2021
1681,5751916/2021
1682,5752505/2021
1683,5753080/2021
1684,5753463/2021
1685,5753749/2021
1686,5754591/2021
