,CaseID
1498,8027290/2020
1499,8033494/2020
1500,8039654/2020
1501,8039832/2020
1502,8040539/2020
1503,8042299/2020
1504,8047002/2020
1505,8047126/2020
1506,8047606/2020
1507,8047657/2020
1508,8051557/2020
1509,8054300/2020
1510,8055471/2020
1511,8056346/2020
1512,8058101/2020
1513,8058195/2020
1514,8059035/2020
1515,8060122/2020
1516,8060777/2020
1517,8064004/2020
1518,8064993/2020
1519,8067321/2020
1520,8067569/2020
1521,8069065/2020
1522,8069200/2020
1523,8071990/2020
1524,8072155/2020
1525,8075758/2020
1526,8078455/2020
1527,8079753/2020
1528,8081049/2020
1529,8081740/2020
1530,8084838/2020
1531,8085974/2020
1532,8086520/2020
1533,8088280/2020
1534,8090250/2020
1535,8093284/2020
1536,8093365/2020
1537,8099517/2020
1538,8099762/2020
1539,8103794/2020
1540,8105428/2020
1541,8106866/2020
1542,8110219/2020
1543,8110421/2020
1544,8110626/2020
1545,8111940/2020
1546,8112106/2020
1547,8112327/2020
1548,8115873/2020
1549,8118740/2020
1550,8120184/2020
1551,8123450/2020
1552,8125631/2020
1553,8126816/2020
1554,8127022/2020
1555,8127529/2020
1556,8128924/2020
1557,8132204/2020
1558,8132263/2020
1559,8132352/2020
1560,8136099/2020
1561,8137311/2020
1562,8138644/2020
1563,8140479/2020
1564,8145640/2020
1565,8147775/2020
1566,8147791/2020
1567,8150148/2020
1568,8152191/2020
1569,8153309/2020
1570,8153813/2020
1571,8157509/2020
1572,8174446/2020
1573,8179162/2020
1574,8186576/2020
1575,8191510/2020
1576,8193114/2020
1577,8194536/2020
1578,8195940/2020
1579,8196075/2020
1580,8196733/2020
1581,8197322/2020
1582,8197691/2020
1583,8199856/2020
1584,8199902/2020
1585,8200480/2020
1586,8200650/2020
1587,8204582/2020
1588,8205945/2020
1589,8206844/2020
1590,8208022/2020
1591,8209436/2020
1592,8215770/2020
1593,8217285/2020
1594,8223340/2020
1595,8223358/2020
1596,8223510/2020
1597,8230931/2020
1598,8234627/2020
1599,8236239/2020
1600,8240252/2020
1601,8247109/2020
1602,8247320/2020
1603,8249217/2020
1604,8249420/2020
1605,8249713/2020
1606,8250096/2020
1607,8252633/2020
1608,8253133/2020
1609,8253877/2020
1610,8254440/2020
1611,8258640/2020
1612,8259506/2020
1613,8262035/2020
1614,8262540/2020
1615,8263279/2020
1616,8265131/2020
1617,8267053/2020
1618,8267525/2020
1619,8268912/2020
1620,8269935/2020
1621,8270747/2020
1622,8274653/2020
1623,8281838/2020
1624,8288190/2020
1625,8290543/2020
1626,8290659/2020
1627,8291892/2020
1628,8292031/2020
1629,8292805/2020
1630,8293704/2020
1631,8296673/2020
1632,8301898/2020
1633,8303947/2020
1634,8304641/2020
1635,8306733/2020
1636,8307764/2020
1637,8308396/2020
1638,8309554/2020
1639,8309627/2020
1640,8311192/2020
1641,8311230/2020
1642,8313047/2020
1643,8313098/2020
1644,8313551/2020
1645,8314590/2020
1646,8323492/2020
1647,8323840/2020
1648,8329520/2020
1649,8333080/2020
1650,8333595/2020
1651,8335202/2020
1652,8335857/2020
1653,8336322/2020
1654,8338295/2020
1655,8338759/2020
1656,8340036/2020
1657,8340508/2020
1658,8341164/2020
1659,8344597/2020
1660,8346069/2020
1661,8349050/2020
1662,8350449/2020
1663,8350490/2020
1664,8350805/2020
1665,8355459/2020
1666,8355513/2020
1667,8356129/2020
1668,8364156/2020
1669,8381280/2020
1670,8382200/2020
1671,8384874/2020
1672,8387504/2020
1673,8393776/2020
1674,8395272/2020
1675,8397712/2020
1676,8398271/2020
1677,8398328/2020
1678,8399308/2020
1679,8400268/2020
1680,8404042/2020
1681,8404069/2020
1682,8408552/2020
1683,8409346/2020
1684,8409494/2020
1685,8414587/2020
1686,8418035/2020
1687,8424175/2020
1688,8428561/2020
1689,8429800/2020
1690,8432410/2020
1691,8433123/2020
1692,8438370/2020
1693,8438842/2020
1694,8440693/2020
1695,8447191/2020
1696,8451644/2020
1697,8453671/2020
1698,8453930/2020
1699,8456433/2020
1700,8456832/2020
1701,8457839/2020
1702,8462123/2020
1703,8466684/2020
1704,8471521/2020
1705,8480199/2020
1706,8481349/2020
1707,8481942/2020
1708,8484496/2020
1709,8485379/2020
1710,8486677/2020
1711,8486936/2020
1712,8489560/2020
1713,8490178/2020
1714,8493541/2020
1715,8494246/2020
1716,8494700/2020
1717,8497539/2020
1718,8502508/2020
1719,8507674/2020
1720,8508468/2020
1721,8510640/2020
1722,8511043/2020
1723,8511485/2020
1724,8511698/2020
1725,8513267/2020
1726,8514883/2020
1727,8523610/2020
1728,8530404/2020
1729,8531001/2020
1730,8532083/2020
1731,8534043/2020
1732,8534990/2020
1733,8538120/2020
1734,8541228/2020
1735,8541449/2020
1736,8541996/2020
1737,8543727/2020
1738,8544235/2020
1739,8553145/2020
1740,8554184/2020
1741,8555300/2020
1742,8557256/2020
1743,8565275/2020
1744,8565372/2020
1745,8572166/2020
1746,8576609/2020
1747,8584016/2020
1748,8584407/2020
1749,8586930/2020
1750,8589379/2020
1751,8592663/2020
1752,8593546/2020
1753,8593848/2020
1754,8594089/2020
1755,8594925/2020
1756,8596650/2020
1757,8601018/2020
1758,8601158/2020
1759,8601417/2020
1760,8602006/2020
1761,8608217/2020
1762,8612664/2020
1763,8628170/2020
1764,8628463/2020
1765,8632096/2020
1766,8633718/2020
1767,8634102/2020
1768,8635311/2020
1769,8639376/2020
1770,8640730/2020
1771,8641621/2020
1772,8651503/2020
1773,8651767/2020
1774,8653085/2020
1775,8656599/2020
1776,8659415/2020
1777,8662327/2020
1778,8662432/2020
1779,8662467/2020
1780,8662572/2020
1781,8662840/2020
1782,8663110/2020
1783,8665750/2020
1784,8665776/2020
1785,8670656/2020
1786,8673418/2020
1787,8675569/2020
1788,8675640/2020
1789,8677855/2020
1790,8677928/2020
1791,8680597/2020
1792,8681003/2020
1793,8683650/2020
1794,8685483/2020
1795,8686714/2020
1796,8687710/2020
1797,8687796/2020
1798,8687990/2020
1799,8688318/2020
1800,8688334/2020
1801,8691530/2020
1802,8691696/2020
1803,8694822/2020
1804,8696710/2020
1805,8697082/2020
1806,8697090/2020
1807,8699417/2020
1808,8699760/2020
1809,8700350/2020
1810,8702213/2020
1811,8702973/2020
1812,8703317/2020
1813,8704836/2020
1814,8706405/2020
1815,8706804/2020
1816,8711280/2020
1817,8712634/2020
1818,8715285/2020
1819,8715382/2020
1820,8715390/2020
1821,8715404/2020
1822,8716192/2020
1823,8718500/2020
1824,8718519/2020
1825,8718977/2020
1826,8719698/2020
1827,8720327/2020
1828,8720661/2020
1829,8720831/2020
1830,8721480/2020
1831,8722435/2020
1832,8723750/2020
1833,8725175/2020
1834,8727747/2020
1835,8728034/2020
1836,8728476/2020
1837,8729049/2020
1838,8730306/2020
1839,8730314/2020
1840,8730322/2020
1841,8730756/2020
1842,8730977/2020
1843,8731906/2020
1844,8735189/2020
1845,8735464/2020
1846,8736029/2020
1847,8737610/2020
1848,8740697/2020
1849,8746130/2020
1850,8749309/2020
1851,8749724/2020
1852,8756127/2020
1853,8757794/2020
1854,8761198/2020
1855,8762569/2020
1856,8762720/2020
1857,8763050/2020
1858,8774745/2020
1859,8778090/2020
1860,8780389/2020
1861,8780761/2020
1862,8791984/2020
1863,8797788/2020
1864,8799969/2020
1865,8801890/2020
1866,8806094/2020
1867,8806752/2020
1868,8807783/2020
1869,8811268/2020
1870,8811276/2020
1871,8812302/2020
1872,8824467/2020
1873,8824920/2020
1874,8827555/2020
1875,8828020/2020
1876,8852053/2020
1877,8855850/2020
1878,8859090/2020
1879,8859422/2020
1880,8862202/2020
1881,8866925/2020
1882,8868758/2020
1883,8885849/2020
1884,8888384/2020
1885,8892616/2020
1886,8893671/2020
1887,8894236/2020
1888,8894619/2020
1889,8895887/2020
1890,8899785/2020
1891,8907052/2020
1892,8907311/2020
1893,8910681/2020
1894,8912420/2020
1895,8914075/2020
1896,8916612/2020
1897,8916671/2020
1898,8919093/2020
1899,8922230/2020
1900,8923988/2020
1901,8926537/2020
1902,8931166/2020
1903,8933010/2020
1904,8933860/2020
1905,8933916/2020
1906,8934238/2020
1907,8934742/2020
1908,8935412/2020
1909,8938080/2020
1910,8940360/2020
1911,8940416/2020
1912,8943083/2020
1913,8945990/2020
1914,8946279/2020
1915,8956622/2020
1916,8961480/2020
1917,8962754/2020
1918,8964978/2020
1919,8965141/2020
1920,8969309/2020
1921,8978871/2020
1922,8982801/2020
1923,8983042/2020
1924,8984294/2020
1925,8985002/2020
1926,8985894/2020
1927,8986297/2020
1928,8986971/2020
1929,8987471/2020
1930,8987919/2020
1931,9000654/2020
1932,9003742/2020
1933,9007861/2020
1934,9008167/2020
1935,9010200/2020
1936,9011788/2020
1937,9012040/2020
1938,9012407/2020
1939,9016097/2020
1940,9020027/2020
1941,9021473/2020
1942,9024405/2020
1943,9027226/2020
1944,9028095/2020
1945,9028168/2020
1946,9035865/2020
1947,9052662/2020
1948,9054940/2020
1949,9056811/2020
1950,9064660/2020
1951,9066299/2020
1952,9067279/2020
1953,9070547/2020
1954,9073929/2020
1955,9075212/2020
1956,9075468/2020
1957,9075549/2020
1958,9076650/2020
1959,9077088/2020
1960,9080470/2020
1961,9082839/2020
1962,9085820/2020
1963,9111022/2020
1964,9113718/2020
1965,9123012/2020
1966,9124582/2020
1967,9125520/2020
1968,9127913/2020
1969,9128464/2020
1970,9130108/2020
1971,9130310/2020
1972,9130612/2020
1973,9131929/2020
1974,9132488/2020
1975,9141584/2020
1976,9148899/2020
1977,9149445/2020
1978,9150354/2020
1979,9151172/2020
1980,9153035/2020
1981,9163430/2020
1982,9165785/2020
1983,9167958/2020
1984,9169330/2020
1985,9169683/2020
1986,9170169/2020
1987,9176779/2020
1988,9177023/2020
1989,9177651/2020
1990,9178690/2020
1991,9178844/2020
1992,9179247/2020
1993,9179964/2020
1994,9182507/2020
1995,9188769/2020
1996,9189790/2020
1997,9195129/2020
1998,9200424/2020
1999,9200653/2020
2000,9201188/2020
2001,9202419/2020
2002,9202575/2020
2003,9207160/2020
2004,9207615/2020
2005,9208344/2020
2006,9209910/2020
2007,9210330/2020
2008,9212457/2020
2009,9212538/2020
2010,9213526/2020
2011,9216410/2020
2012,9217262/2020
2013,9217661/2020
2014,9217750/2020
2015,9219184/2020
2016,9220000/2020
2017,9224242/2020
2018,9234469/2020
2019,9236631/2020
2020,9242909/2020
2021,9243808/2020
2022,9246823/2020
2023,9247021/2020
2024,9249857/2020
2025,9253951/2020
2026,9254532/2020
2027,9254818/2020
2028,9255709/2020
2029,9255954/2020
2030,9257515/2020
2031,9281033/2020
2032,9285950/2020
2033,9286086/2020
2034,9289255/2020
2035,9294445/2020
2036,9296944/2020
2037,9296952/2020
2038,9298483/2020
2039,9298556/2020
2040,9305285/2020
2041,9312710/2020
2042,9312737/2020
2043,9313130/2020
2044,9317666/2020
2045,9317739/2020
2046,9328285/2020
2047,9332991/2020
2048,9335702/2020
2049,9335893/2020
2050,9336130/2020
2051,9337594/2020
2052,9337691/2020
2053,9342288/2020
2054,9345082/2020
2055,9351791/2020
2056,9352801/2020
2057,9352887/2020
2058,9352976/2020
2059,9353980/2020
2060,9357960/2020
2061,9358109/2020
2062,9365270/2020
2063,9372691/2020
2064,9377553/2020
2065,9380066/2020
2066,9382204/2020
2067,9391904/2020
2068,9394555/2020
2069,9396760/2020
2070,9400466/2020
2071,9402523/2020
2072,9403708/2020
2073,9404011/2020
2074,9404097/2020
2075,9406910/2020
2076,9416834/2020
2077,9417245/2020
2078,9418047/2020
2079,9418691/2020
2080,9423539/2020
2081,9424560/2020
2082,9427399/2020
2083,9428140/2020
2084,9428883/2020
2085,9429812/2020
2086,9436398/2020
2087,9438137/2020
2088,9439281/2020
2089,9439478/2020
2090,9440565/2020
2091,9442711/2020
2092,9442770/2020
2093,9445095/2020
2094,9447020/2020
2095,9448019/2020
2096,9454140/2020
2097,9454710/2020
2098,9458979/2020
2099,9459010/2020
2100,9463310/2020
2101,9467242/2020
2102,9467382/2020
2103,9471177/2020
2104,9473200/2020
2105,9473242/2020
2106,9473943/2020
2107,9476330/2020
2108,9479666/2020
2109,9479682/2020
2110,9483922/2020
2111,9484015/2020
2112,9484740/2020
2113,9489190/2020
2114,9506736/2020
2115,9506990/2020
2116,9507163/2020
2117,9520690/2020
2118,9521425/2020
2119,9522588/2020
2120,9522740/2020
2121,9526079/2020
2122,9528020/2020
2123,9528322/2020
2124,9536252/2020
2125,9537666/2020
2126,9539723/2020
2127,9540624/2020
2128,9540632/2020
2129,9547831/2020
2130,9550522/2020
2131,9556733/2020
2132,9558019/2020
2133,9569100/2020
2134,9581053/2020
2135,9583013/2020
2136,9584419/2020
2137,9586160/2020
2138,9587507/2020
2139,9587981/2020
2140,9590915/2020
2141,9591130/2020
2142,9599017/2020
2143,9606625/2020
2144,9606838/2020
2145,9607338/2020
2146,9607753/2020
2147,9607885/2020
2148,9609225/2020
2149,9609551/2020
2150,9611084/2020
2151,9611327/2020
2152,9620342/2020
2153,9621160/2020
2154,9623570/2020
2155,9623775/2020
2156,9624046/2020
2157,9625689/2020
2158,9628513/2020
2159,9630437/2020
2160,9636532/2020
2161,9639639/2020
2162,9652341/2020
2163,9658200/2020
2164,9659842/2020
2165,9664765/2020
2166,9665249/2020
2167,9666822/2020
2168,9667268/2020
2169,9672130/2020
2170,9672709/2020
2171,9674345/2020
2172,9678626/2020
2173,9681708/2020
2174,9687200/2020
2175,9693480/2020
2176,9696950/2020
2177,9698848/2020
2178,9701857/2020
2179,9707111/2020
2180,9708428/2020
2181,9709432/2020
2182,9712930/2020
2183,9716277/2020
2184,9719071/2020
2185,9719748/2020
2186,9737401/2020
2187,9745978/2020
2188,9773904/2020
2189,9774587/2020
2190,9776377/2020
2191,9776946/2020
2192,9781257/2020
2193,9784574/2020
2194,9794790/2020
2195,9801312/2020
2196,9802343/2020
2197,9807299/2020
2198,9807922/2020
2199,9808848/2020
2200,9810702/2020
2201,9814287/2020
2202,9816212/2020
2203,9823120/2020
2204,9823472/2020
2205,9827257/2020
2206,9829403/2020
2207,9830991/2020
2208,9831440/2020
2209,9831629/2020
2210,9834563/2020
2211,9841110/2020
2212,9843791/2020
2213,9845204/2020
2214,9848270/2020
2215,9849170/2020
2216,9849285/2020
2217,9853789/2020
2218,9857970/2020
2219,9858080/2020
2220,9860785/2020
2221,9863016/2020
2222,9864187/2020
2223,9864608/2020
2224,9866880/2020
2225,9866961/2020
2226,9869154/2020
2227,9869723/2020
2228,9873020/2020
2229,9874530/2020
2230,9878056/2020
2231,9883050/2020
2232,9886911/2020
2233,9889120/2020
2234,9889201/2020
2235,9890390/2020
2236,9893969/2020
2237,9895872/2020
2238,9902860/2020
2239,9904430/2020
2240,9907072/2020
2241,9909059/2020
2242,9910073/2020
2243,9911940/2020
2244,9914702/2020
2245,9915199/2020
2246,9924821/2020
2247,9927030/2020
2248,9927189/2020
2249,9928193/2020
2250,9928738/2020
2251,9928835/2020
2252,9929548/2020
2253,9929599/2020
2254,9938954/2020
2255,9941327/2020
2256,9944318/2020
2257,9947333/2020
2258,9952914/2020
2259,9960429/2020
2260,9964840/2020
2261,9968950/2020
2262,9972630/2020
2263,9973024/2020
2264,9973121/2020
2265,9994471/2020
2266,9995990/2020
2267,10000816/2020
2268,10006377/2020
2269,10008078/2020
2270,10012342/2020
2271,10012504/2020
2272,10012890/2020
2273,10013128/2020
2274,10015716/2020
2275,10016585/2020
2276,10016780/2020
2277,10017263/2020
2278,10023417/2020
2279,10025533/2020
2280,10026548/2020
2281,10029075/2020
2282,10029130/2020
2283,10032688/2020
2284,10033188/2020
2285,10034133/2020
2286,10035407/2020
2287,10035520/2020
2288,10041148/2020
2289,10050619/2020
2290,10060614/2020
2291,10074240/2020
2292,10074526/2020
2293,10076944/2020
2294,10079170/2020
2295,10079528/2020
2296,10080500/2020
2297,10082405/2020
2298,10087024/2020
2299,10092435/2020
2300,10098336/2020
2301,10100306/2020
2302,10102279/2020
2303,10104506/2020
2304,10104840/2020
2305,10105898/2020
2306,10107491/2020
2307,10108790/2020
2308,10109800/2020
2309,10111103/2020
2310,10111790/2020
2311,10115370/2020
2312,10118094/2020
2313,10118388/2020
2314,10123616/2020
2315,10124507/2020
2316,10128200/2020
2317,10128588/2020
2318,10137820/2020
2319,10138419/2020
2320,10143340/2020
2321,10146870/2020
2322,10153698/2020
2323,10155054/2020
2324,10158452/2020
2325,10161291/2020
2326,10166145/2020
2327,10167842/2020
2328,10172102/2020
2329,10173125/2020
2330,10174725/2020
2331,10186570/2020
2332,10186693/2020
2333,10188726/2020
2334,10191840/2020
2335,10191867/2020
2336,10191859/2020
2337,10191875/2020
2338,10191891/2020
2339,10193231/2020
2340,10195692/2020
2341,10201331/2020
2342,10203504/2020
2343,10212074/2020
2344,10217386/2020
2345,10218447/2020
2346,10219150/2020
2347,10239029/2020
2348,10243484/2020
2349,10244529/2020
2350,10252050/2020
2351,10253072/2020
2352,10254311/2020
2353,10254397/2020
2354,10255148/2020
2355,10255172/2020
2356,10256900/2020
2357,10257191/2020
2358,10258325/2020
2359,10264279/2020
2360,10264945/2020
2361,10269386/2020
2362,10274037/2020
2363,10275190/2020
2364,10275556/2020
2365,10275955/2020
2366,10276242/2020
2367,10284245/2020
2368,10292914/2020
2369,10293058/2020
2370,10293767/2020
2371,10299684/2020
2372,10304475/2020
2373,10318450/2020
2374,10318760/2020
2375,10325430/2020
2376,10326738/2020
2377,10326746/2020
2378,10327122/2020
2379,10327530/2020
2380,10331243/2020
2381,10344175/2020
2382,10345880/2020
2383,10347573/2020
2384,10348995/2020
2385,10349029/2020
2386,10350272/2020
2387,10350833/2020
2388,10356793/2020
2389,10359784/2020
2390,10359806/2020
2391,10359881/2020
2392,10364940/2020
2393,10367035/2020
2394,10367205/2020
2395,10367280/2020
2396,10367396/2020
2397,10368481/2020
2398,10369313/2020
2399,10369690/2020
2400,10370184/2020
2401,10370532/2020
2402,10375429/2020
2403,10377901/2020
2404,10379289/2020
2405,10382263/2020
2406,10387117/2020
2407,10387516/2020
2408,10388199/2020
2409,10388490/2020
2410,10393028/2020
2411,10394202/2020
2412,10396043/2020
2413,10396680/2020
2414,10396752/2020
2415,10397643/2020
2416,10397759/2020
2417,10399107/2020
2418,10399328/2020
2419,10399697/2020
2420,10400369/2020
2421,10401659/2020
2422,10401691/2020
2423,10402248/2020
2424,10402701/2020
2425,10402833/2020
2426,10405034/2020
2427,10405328/2020
2428,10410445/2020
2429,10412855/2020
2430,10415781/2020
2431,10415846/2020
2432,10415935/2020
2433,10416109/2020
2434,10421854/2020
2435,10421978/2020
2436,10424640/2020
2437,10425078/2020
2438,10425345/2020
2439,10431655/2020
2440,10436622/2020
2441,10436827/2020
2442,10438749/2020
2443,10443076/2020
2444,10443106/2020
2445,10444528/2020
2446,10445354/2020
2447,10450617/2020
2448,10452199/2020
2449,10452911/2020
2450,10454426/2020
2451,10455716/2020
2452,10457565/2020
2453,10461961/2020
2454,10462003/2020
2455,10464057/2020
2456,10466025/2020
2457,10467927/2020
2458,10469199/2020
2459,10470898/2020
2460,10474800/2020
2461,10475083/2020
2462,10475202/2020
2463,10478112/2020
2464,10479305/2020
2465,10479348/2020
2466,10479542/2020
2467,10479607/2020
2468,10480605/2020
2469,10484813/2020
2470,10485194/2020
2471,10486077/2020
2472,10487200/2020
2473,10488533/2020
2474,10490279/2020
2475,10490627/2020
2476,10495904/2020
2477,10502471/2020
2478,10504083/2020
2479,10504121/2020
2480,10504563/2020
2481,10506116/2020
2482,10506566/2020
2483,10511918/2020
2484,10512426/2020
2485,10515662/2020
2486,10520216/2020
2487,10520607/2020
2488,10524831/2020
2489,10529264/2020
2490,10530831/2020
2491,10530939/2020
2492,10531013/2020
2493,10531641/2020
2494,10531820/2020
2495,10532010/2020
2496,10533075/2020
2497,10534632/2020
2498,10541639/2020
2499,10541728/2020
2500,10541795/2020
2501,10545073/2020
2502,10545529/2020
2503,10558175/2020
2504,10558485/2020
2505,10564604/2020
2506,10564612/2020
2507,10564752/2020
2508,10568278/2020
2509,10570167/2020
2510,10572542/2020
2511,10573468/2020
2512,10578702/2020
2513,10584788/2020
2514,10589992/2020
2515,10596778/2020
2516,10600333/2020
2517,10606110/2020
2518,10611050/2020
2519,10613176/2020
2520,10617511/2020
2521,10622230/2020
2522,10622485/2020
2523,10626367/2020
2524,10630020/2020
2525,10630429/2020
2526,10632065/2020
2527,10632340/2020
2528,10634459/2020
2529,10641080/2020
2530,10641196/2020
2531,10642206/2020
2532,10649901/2020
2533,10650896/2020
2534,10652481/2020
2535,10652740/2020
2536,10653941/2020
2537,10655340/2020
2538,10658250/2020
2539,10664854/2020
2540,10665257/2020
2541,10666407/2020
2542,10666679/2020
2543,35848/2021
2544,38006/2021
2545,45509/2021
2546,47595/2021
2547,47730/2021
2548,49342/2021
2549,50987/2021
2550,53277/2021
2551,54214/2021
2552,54486/2021
2553,57671/2021
2554,58252/2021
2555,62535/2021
2556,62608/2021
2557,62624/2021
2558,63043/2021
2559,63205/2021
2560,63825/2021
2561,63949/2021
2562,64007/2021
2563,64066/2021
2564,64198/2021
2565,64295/2021
2566,70333/2021
2567,70341/2021
2568,80088/2021
2569,80924/2021
2570,81882/2021
2571,85241/2021
2572,86590/2021
2573,90083/2021
2574,90563/2021
2575,91004/2021
2576,91136/2021
2577,92299/2021
2578,93708/2021
2579,99102/2021
2580,99722/2021
2581,103568/2021
2582,108845/2021
2583,109590/2021
2584,110203/2021
2585,112443/2021
2586,118140/2021
2587,118549/2021
2588,124069/2021
2589,124077/2021
2590,124328/2021
2591,128420/2021
2592,130964/2021
2593,139716/2021
2594,141060/2021
2595,141664/2021
2596,141915/2021
2597,153263/2021
2598,158796/2021
2599,161177/2021
2600,162572/2021
2601,163536/2021
2602,166063/2021
2603,181682/2021
2604,182166/2021
2605,182948/2021
2606,184762/2021
2607,184924/2021
2608,189284/2021
2609,190657/2021
2610,192994/2021
2611,193532/2021
2612,200989/2021
2613,206154/2021
2614,207770/2021
2615,209129/2021
2616,212774/2021
2617,212928/2021
2618,214858/2021
2619,220297/2021
2620,227178/2021
2621,231671/2021
2622,238218/2021
2623,239605/2021
2624,241146/2021
2625,243939/2021
2626,243971/2021
2627,244609/2021
2628,250366/2021
2629,251907/2021
2630,253411/2021
2631,261562/2021
2632,261805/2021
2633,287146/2021
2634,298954/2021
2635,303621/2021
2636,306752/2021
2637,306841/2021
2638,306990/2021
2639,307848/2021
2640,307961/2021
2641,308100/2021
2642,319609/2021
2643,320917/2021
2644,321417/2021
2645,323126/2021
2646,326630/2021
2647,328110/2021
2648,328535/2021
2649,328640/2021
2650,329710/2021
2651,332745/2021
2652,334152/2021
2653,334748/2021
2654,336295/2021
2655,336325/2021
2656,336376/2021
2657,342708/2021
2658,347912/2021
2659,353564/2021
2660,360072/2021
2661,363144/2021
2662,367638/2021
2663,370094/2021
2664,370566/2021
2665,370787/2021
2666,375355/2021
2667,377757/2021
2668,383358/2021
2669,383714/2021
2670,386900/2021
2671,389810/2021
2672,408776/2021
2673,409365/2021
2674,418518/2021
2675,418836/2021
2676,418984/2021
2677,420830/2021
2678,423023/2021
2679,425069/2021
2680,425484/2021
2681,428041/2021
2682,429722/2021
2683,429862/2021
2684,431913/2021
2685,434564/2021
2686,435188/2021
2687,435838/2021
2688,436303/2021
2689,437393/2021
2690,442680/2021
2691,443164/2021
2692,451469/2021
2693,452740/2021
2694,453194/2021
2695,458692/2021
2696,461278/2021
2697,462142/2021
2698,462177/2021
2699,466865/2021
2700,467446/2021
2701,472822/2021
2702,478685/2021
2703,481350/2021
2704,481856/2021
2705,483255/2021
2706,485177/2021
2707,486386/2021
2708,487013/2021
2709,487170/2021
2710,487579/2021
2711,501903/2021
2712,502004/2021
2713,508622/2021
2714,511720/2021
2715,512506/2021
2716,516773/2021
2717,518660/2021
2718,518849/2021
2719,520142/2021
2720,522978/2021
2721,523028/2021
2722,526205/2021
2723,526442/2021
2724,530644/2021
2725,531241/2021
2726,531497/2021
2727,534801/2021
2728,536677/2021
2729,538173/2021
2730,538556/2021
2731,538564/2021
2732,553350/2021
2733,579074/2021
2734,580323/2021
2735,585040/2021
2736,592941/2021
2737,594936/2021
2738,594987/2021
2739,595037/2021
2740,595053/2021
2741,596408/2021
2742,598800/2021
2743,599938/2021
2744,600855/2021
2745,601347/2021
2746,602114/2021
2747,605369/2021
2748,607400/2021
2749,612454/2021
2750,613809/2021
2751,614740/2021
2752,614953/2021
2753,615771/2021
2754,618169/2021
2755,618843/2021
2756,619211/2021
2757,621410/2021
2758,621674/2021
2759,622042/2021
2760,622336/2021
2761,639026/2021
2762,640008/2021
2763,640652/2021
2764,641063/2021
2765,645123/2021
2766,651069/2021
2767,652391/2021
2768,656540/2021
2769,659663/2021
2770,659736/2021
2771,665221/2021
2772,666678/2021
2773,670233/2021
2774,670330/2021
2775,673100/2021
2776,674042/2021
2777,674506/2021
2778,678935/2021
2779,682410/2021
2780,682908/2021
2781,685249/2021
2782,692628/2021
2783,693250/2021
2784,693322/2021
2785,709288/2021
2786,716039/2021
2787,716080/2021
2788,722977/2021
2789,724120/2021
2790,724309/2021
2791,730929/2021
2792,734312/2021
2793,741971/2021
2794,756090/2021
2795,767520/2021
2796,768730/2021
2797,772109/2021
2798,778727/2021
2799,785227/2021
2800,785880/2021
2801,787033/2021
2802,790123/2021
2803,790646/2021
2804,790891/2021
2805,794560/2021
2806,794870/2021
2807,797306/2021
2808,799082/2021
2809,800943/2021
2810,802369/2021
2811,803977/2021
2812,806372/2021
2813,806925/2021
2814,807581/2021
2815,808464/2021
2816,809177/2021
2817,810515/2021
2818,811597/2021
2819,813930/2021
2820,814570/2021
2821,814812/2021
2822,814855/2021
2823,831792/2021
2824,832381/2021
2825,840155/2021
2826,843014/2021
2827,843146/2021
2828,844720/2021
2829,852781/2021
2830,856310/2021
2831,858216/2021
2832,859808/2021
2833,860121/2021
2834,863414/2021
2835,870151/2021
2836,871077/2021
2837,871476/2021
2838,871530/2021
2839,877300/2021
2840,877741/2021
2841,879841/2021
2842,880165/2021
2843,880769/2021
2844,894832/2021
2845,896746/2021
2846,897068/2021
2847,926300/2021
2848,926386/2021
2849,927030/2021
2850,927846/2021
2851,929628/2021
2852,930120/2021
2853,932807/2021
2854,938210/2021
2855,938430/2021
2856,938708/2021
2857,939925/2021
2858,941016/2021
2859,944589/2021
2860,945801/2021
2861,948100/2021
2862,951356/2021
2863,954002/2021
2864,958903/2021
2865,959420/2021
2866,959764/2021
2867,959993/2021
2868,960452/2021
2869,961726/2021
2870,963559/2021
2871,964431/2021
2872,965683/2021
2873,974437/2021
2874,982472/2021
2875,988381/2021
2876,989469/2021
2877,990769/2021
2878,993873/2021
2879,997666/2021
2880,997844/2021
2881,998360/2021
2882,998522/2021
2883,998603/2021
2884,998832/2021
2885,1001300/2021
2886,1001882/2021
2887,1003320/2021
2888,1004091/2021
2889,1006175/2021
2890,1007317/2021
2891,1008810/2021
2892,1009280/2021
2893,1013970/2021
2894,1014828/2021
2895,1014909/2021
2896,1017100/2021
2897,1018572/2021
2898,1018939/2021
2899,1025501/2021
2900,1025528/2021
2901,1040705/2021
2902,1041922/2021
2903,1043313/2021
2904,1046290/2021
2905,1047475/2021
2906,1047661/2021
2907,1047807/2021
2908,1048226/2021
2909,1053050/2021
2910,1057713/2021
2911,1058698/2021
2912,1061729/2021
2913,1061958/2021
2914,1062261/2021
2915,1063128/2021
2916,1063462/2021
2917,1063659/2021
2918,1064736/2021
2919,1065651/2021
2920,1066372/2021
2921,1068383/2021
2922,1070744/2021
2923,1092098/2021
2924,1093892/2021
2925,1094902/2021
2926,1095062/2021
2927,1102387/2021
2928,1102905/2021
2929,1106552/2021
2930,1106609/2021
