CaseID,Activity,Duration,Timestamp,Duration Float,Time to conclusion,Passed Time,Step,Prefix
Case 750,resolveticket,0 days 00:00:06,2011-01-21 14:23:23,0.0001,30.0002,30.0003,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 750,closed,30 days 00:00:19,2011-02-20 14:23:42,30.0002,-0.0,39.9655,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 915,assignseriousness,0 days 00:00:00,2011-01-04 10:00:58,0.0,44.0068,-0.0,1,assignseriousness
Case 915,takeinchargeticket,6 days 00:35:35,2011-01-10 10:36:33,6.0247,37.9821,37.0593,2,"assignseriousness,takeinchargeticket"
Case 915,resolveticket,0 days 22:08:46,2011-01-11 08:45:19,0.9228,37.0593,37.9821,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 915,closed,37 days 01:25:23,2011-02-17 10:10:42,37.0593,-0.0,44.0068,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 1381,assignseriousness,7 days 04:54:15,2011-01-04 10:21:33,7.2043,34.9556,0.0,1,assignseriousness
Case 1381,takeinchargeticket,0 days 00:00:11,2011-01-11 15:15:59,0.0001,34.9555,15.0002,2,"assignseriousness,takeinchargeticket"
Case 1381,wait,7 days 00:40:40,2011-01-18 15:56:39,7.0282,27.9273,15.0004,3,"assignseriousness,takeinchargeticket,wait"
Case 1381,takeinchargeticket,12 days 22:14:48,2011-01-31 14:11:27,12.9269,15.0004,27.9273,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 1381,resolveticket,0 days 00:00:15,2011-01-31 14:11:42,0.0002,15.0002,34.9555,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 1381,closed,15 days 00:00:14,2011-02-15 14:11:56,15.0002,0.0,34.9556,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 1213,assignseriousness,0 days 00:00:00,2011-01-04 14:22:59,0.0,46.8076,0.0,1,assignseriousness
Case 1213,takeinchargeticket,15 days 18:06:19,2011-01-20 08:29:18,15.7544,31.0532,30.0004,2,"assignseriousness,takeinchargeticket"
Case 1213,resolveticket,1 days 01:16:00,2011-01-21 09:45:18,1.0528,30.0004,31.0532,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 1213,closed,30 days 00:00:32,2011-02-20 09:45:50,30.0004,0.0,46.8076,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 1403,assignseriousness,7 days 00:38:47,2011-01-04 14:39:02,7.0269,31.9906,0.0,1,assignseriousness
Case 1403,takeinchargeticket,0 days 00:00:25,2011-01-11 15:18:14,0.0003,31.9903,15.0002,2,"assignseriousness,takeinchargeticket"
Case 1403,wait,5 days 21:57:33,2011-01-17 13:15:47,5.915,26.0753,15.0005,3,"assignseriousness,takeinchargeticket,wait"
Case 1403,takeinchargeticket,11 days 01:47:47,2011-01-28 15:03:34,11.0748,15.0005,26.0753,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 1403,resolveticket,0 days 00:00:26,2011-01-28 15:04:00,0.0003,15.0002,31.9903,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 1403,closed,15 days 00:00:15,2011-02-12 15:04:15,15.0002,0.0,31.9906,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 835,assignseriousness,5 days 04:37:28,2011-01-05 10:39:43,5.1927,25.7623,-0.0,1,assignseriousness
Case 835,takeinchargeticket,0 days 00:00:06,2011-01-10 15:17:17,0.0001,25.7622,15.0001,2,"assignseriousness,takeinchargeticket"
Case 835,resolveticket,10 days 18:17:27,2011-01-21 09:34:44,10.7621,15.0001,25.7622,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 835,closed,15 days 00:00:11,2011-02-05 09:34:55,15.0001,-0.0,25.7623,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 3631,assignseriousness,0 days 00:00:00,2011-01-05 11:21:53,0.0,44.0061,0.0,1,assignseriousness
Case 3631,takeinchargeticket,6 days 04:26:15,2011-01-11 15:48:08,6.1849,37.8212,37.8204,2,"assignseriousness,takeinchargeticket"
Case 3631,resolveticket,0 days 00:01:06,2011-01-11 15:49:14,0.0008,37.8204,37.8212,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 3631,closed,37 days 19:41:24,2011-02-18 11:30:38,37.8204,0.0,44.0061,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2855,assignseriousness,0 days 00:00:00,2011-01-05 11:26:05,0.0,44.003,-0.0,1,assignseriousness
Case 2855,takeinchargeticket,0 days 03:34:54,2011-01-05 15:00:59,0.1492,43.8538,43.8537,2,"assignseriousness,takeinchargeticket"
Case 2855,resolveticket,0 days 00:00:06,2011-01-05 15:01:05,0.0001,43.8537,43.8538,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2855,closed,43 days 20:29:23,2011-02-18 11:30:28,43.8537,-0.0,44.003,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 4525,assignseriousness,0 days 00:00:00,2011-01-05 15:46:10,0.0,59.003,-0.0,1,assignseriousness
Case 4525,takeinchargeticket,8 days 00:53:22,2011-01-13 16:39:32,8.0371,50.9659,50.9635,2,"assignseriousness,takeinchargeticket"
Case 4525,resolveticket,0 days 00:03:31,2011-01-13 16:43:03,0.0024,50.9635,50.9659,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 4525,closed,50 days 23:07:29,2011-03-05 15:50:32,50.9635,-0.0,59.003,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 422,assignseriousness,0 days 00:00:00,2011-01-05 15:49:02,0.0,44.001,0.0,1,assignseriousness
Case 422,takeinchargeticket,4 days 16:26:17,2011-01-10 08:15:19,4.6849,39.3161,39.3151,2,"assignseriousness,takeinchargeticket"
Case 422,resolveticket,0 days 00:01:27,2011-01-10 08:16:46,0.001,39.3151,39.3161,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 422,closed,39 days 07:33:41,2011-02-18 15:50:27,39.3151,0.0,44.001,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 974,assignseriousness,11 days 23:39:50,2011-01-05 16:37:24,11.986,25.762,-0.0,1,assignseriousness
Case 974,takeinchargeticket,0 days 00:00:05,2011-01-17 16:17:19,0.0001,25.7619,15.0002,2,"assignseriousness,takeinchargeticket"
Case 974,resolveticket,10 days 18:16:55,2011-01-28 10:34:14,10.7617,15.0002,25.7619,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 974,closed,15 days 00:00:20,2011-02-12 10:34:34,15.0002,-0.0,25.762,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 4489,assignseriousness,0 days 00:00:00,2011-01-05 16:52:01,0.0,44.006,0.0,1,assignseriousness
Case 4489,takeinchargeticket,0 days 00:01:03,2011-01-05 16:53:04,0.0007,44.0053,44.004,2,"assignseriousness,takeinchargeticket"
Case 4489,resolveticket,0 days 00:01:50,2011-01-05 16:54:54,0.0013,44.004,44.0053,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 4489,closed,44 days 00:05:43,2011-02-18 17:00:37,44.004,0.0,44.006,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 355,assignseriousness,0 days 00:02:29,2011-01-10 08:39:15,0.0017,44.3468,0.0,1,assignseriousness
Case 355,takeinchargeticket,16 days 07:52:29,2011-01-26 16:34:13,16.3281,28.0187,15.0003,2,"assignseriousness,takeinchargeticket"
Case 355,resolveticket,13 days 00:26:29,2011-02-08 17:00:42,13.0184,15.0003,28.0187,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 355,closed,15 days 00:00:26,2011-02-23 17:01:08,15.0003,0.0,44.3468,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 725,assignseriousness,2 days 06:49:26,2011-01-10 09:08:37,2.2843,41.7174,-0.0,1,assignseriousness
Case 725,takeinchargeticket,0 days 00:00:11,2011-01-12 15:58:14,0.0001,41.7173,40.8097,2,"assignseriousness,takeinchargeticket"
Case 725,resolveticket,0 days 21:46:57,2011-01-13 13:45:11,0.9076,40.8097,41.7173,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 725,closed,40 days 19:26:02,2011-02-23 09:11:13,40.8097,-0.0,41.7174,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 1194,assignseriousness,1 days 22:03:33,2011-01-10 10:50:41,1.9191,57.0879,0.0,1,assignseriousness
Case 1194,takeinchargeticket,0 days 00:38:08,2011-01-12 09:32:22,0.0265,57.0614,56.8476,2,"assignseriousness,takeinchargeticket"
Case 1194,resolveticket,0 days 05:07:51,2011-01-12 14:40:13,0.2138,56.8476,57.0614,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 1194,closed,56 days 20:20:34,2011-03-10 11:00:47,56.8476,0.0,57.0879,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2864,assignseriousness,0 days 00:00:00,2011-01-10 10:55:39,0.0,44.0488,0.0,1,assignseriousness
Case 2864,takeinchargeticket,7 days 05:23:47,2011-01-17 16:19:26,7.2248,36.824,30.0003,2,"assignseriousness,takeinchargeticket"
Case 2864,resolveticket,6 days 19:46:06,2011-01-24 12:05:32,6.8237,30.0003,36.824,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2864,closed,30 days 00:00:28,2011-02-23 12:06:00,30.0003,0.0,44.0488,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 879,assignseriousness,0 days 00:00:00,2011-01-10 12:00:18,0.0,44.0004,-0.0,1,assignseriousness
Case 879,takeinchargeticket,4 days 04:34:05,2011-01-14 16:34:23,4.1903,39.8101,39.81,2,"assignseriousness,takeinchargeticket"
Case 879,resolveticket,0 days 00:00:09,2011-01-14 16:34:32,0.0001,39.81,39.8101,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 879,closed,39 days 19:26:23,2011-02-23 12:00:55,39.81,-0.0,44.0004,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2331,assignseriousness,0 days 01:42:44,2011-01-10 13:32:55,0.0713,37.9694,0.0,1,assignseriousness
Case 2331,takeinchargeticket,0 days 00:00:07,2011-01-10 15:15:46,0.0001,37.9693,37.262,2,"assignseriousness,takeinchargeticket"
Case 2331,wait,0 days 01:11:09,2011-01-10 16:26:55,0.0494,37.9199,37.2622,3,"assignseriousness,takeinchargeticket,wait"
Case 2331,takeinchargeticket,0 days 15:47:09,2011-01-11 08:14:04,0.6577,37.2622,37.9199,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 2331,resolveticket,0 days 00:00:13,2011-01-11 08:14:17,0.0002,37.262,37.9693,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 2331,closed,37 days 06:17:14,2011-02-17 14:31:31,37.262,0.0,37.9694,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 2943,assignseriousness,6 days 23:38:09,2011-01-10 15:42:49,6.9848,39.0143,-0.0,1,assignseriousness
Case 2943,takeinchargeticket,0 days 00:00:06,2011-01-17 15:21:04,0.0001,39.0142,30.0002,2,"assignseriousness,takeinchargeticket"
Case 2943,resolveticket,9 days 00:20:12,2011-01-26 15:41:16,9.014,30.0002,39.0142,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2943,closed,30 days 00:00:17,2011-02-25 15:41:33,30.0002,-0.0,39.0143,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 3345,assignseriousness,0 days 07:35:32,2011-01-11 08:47:48,0.3163,43.6861,0.0,1,assignseriousness
Case 3345,takeinchargeticket,0 days 00:00:10,2011-01-11 16:23:30,0.0001,43.686,42.9913,2,"assignseriousness,takeinchargeticket"
Case 3345,resolveticket,0 days 16:40:25,2011-01-12 09:03:55,0.6947,42.9913,43.686,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 3345,closed,42 days 23:47:29,2011-02-24 08:51:24,42.9913,0.0,43.6861,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2878,assignseriousness,0 days 00:00:00,2011-01-11 09:50:51,0.0,44.0066,0.0,1,assignseriousness
Case 2878,takeinchargeticket,2 days 03:13:01,2011-01-13 13:03:52,2.134,41.8726,41.865,2,"assignseriousness,takeinchargeticket"
Case 2878,resolveticket,0 days 00:11:00,2011-01-13 13:14:52,0.0076,41.865,41.8726,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2878,closed,41 days 20:45:36,2011-02-24 10:00:28,41.865,0.0,44.0066,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 1276,assignseriousness,0 days 00:08:46,2011-01-11 10:24:57,0.0061,36.9979,-0.0,1,assignseriousness
Case 1276,takeinchargeticket,0 days 00:00:05,2011-01-11 10:33:48,0.0001,36.9978,30.785,2,"assignseriousness,takeinchargeticket"
Case 1276,resolveticket,6 days 05:06:25,2011-01-17 15:40:13,6.2128,30.785,36.9978,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 1276,closed,30 days 18:50:23,2011-02-17 10:30:36,30.785,-0.0,36.9979,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 4543,assignseriousness,0 days 00:00:00,2011-01-11 10:42:26,0.0,31.0054,0.0,1,assignseriousness
Case 4543,takeinchargeticket,6 days 21:32:33,2011-01-11 11:16:26,6.8976,24.1078,20.8101,2,"assignseriousness,takeinchargeticket"
Case 4543,resolveticket,3 days 07:08:45,2011-01-21 15:23:44,3.2977,20.8101,24.1078,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 4543,closed,20 days 19:26:36,2011-02-11 10:50:20,20.8101,0.0,31.0054,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2726,assignseriousness,0 days 00:00:00,2011-01-11 11:20:28,0.0,42.8679,0.0,1,assignseriousness
Case 2726,takeinchargeticket,1 days 00:10:57,2011-01-12 11:31:25,1.0076,41.8603,35.8831,2,"assignseriousness,takeinchargeticket"
Case 2726,wait,1 days 03:45:51,2011-01-13 15:17:16,1.1568,40.7035,35.8855,3,"assignseriousness,takeinchargeticket,wait"
Case 2726,takeinchargeticket,4 days 19:37:58,2011-01-18 10:55:14,4.818,35.8855,40.7035,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 2726,resolveticket,0 days 00:03:29,2011-01-18 10:58:43,0.0024,35.8831,41.8603,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 2726,closed,35 days 21:11:44,2011-02-23 08:10:27,35.8831,0.0,42.8679,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 1147,assignseriousness,0 days 00:00:00,2011-01-11 11:54:55,0.0,59.0042,0.0,1,assignseriousness
Case 1147,takeinchargeticket,2 days 20:39:04,2011-01-14 08:33:59,2.8605,56.1437,56.1311,2,"assignseriousness,takeinchargeticket"
Case 1147,resolveticket,0 days 00:18:07,2011-01-14 08:52:06,0.0126,56.1311,56.1437,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 1147,closed,56 days 03:08:48,2011-03-11 12:00:54,56.1311,0.0,59.0042,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 865,assignseriousness,0 days 00:00:00,2011-01-11 14:41:04,0.0,31.0065,0.0,1,assignseriousness
Case 865,takeinchargeticket,1 days 23:01:32,2011-01-13 13:42:36,1.9594,29.0471,29.046,2,"assignseriousness,takeinchargeticket"
Case 865,resolveticket,0 days 00:01:33,2011-01-13 13:44:09,0.0011,29.046,29.0471,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 865,closed,29 days 01:06:16,2011-02-11 14:50:25,29.046,0.0,31.0065,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 4016,assignseriousness,0 days 00:00:00,2011-01-11 15:01:42,0.0,38.0797,0.0,1,assignseriousness
Case 4016,takeinchargeticket,6 days 01:52:08,2011-01-17 16:53:50,6.0779,32.0018,15.0003,2,"assignseriousness,takeinchargeticket"
Case 4016,resolveticket,17 days 00:02:12,2011-02-03 16:56:02,17.0015,15.0003,32.0018,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 4016,closed,15 days 00:00:22,2011-02-18 16:56:24,15.0003,0.0,38.0797,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2652,assignseriousness,0 days 00:00:00,2011-01-11 15:04:50,0.0,44.0039,0.0,1,assignseriousness
Case 2652,takeinchargeticket,1 days 19:50:35,2011-01-13 10:55:25,1.8268,42.1771,42.1585,2,"assignseriousness,takeinchargeticket"
Case 2652,resolveticket,0 days 00:26:49,2011-01-13 11:22:14,0.0186,42.1585,42.1771,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2652,closed,42 days 03:48:14,2011-02-24 15:10:28,42.1585,0.0,44.0039,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 256,assignseriousness,0 days 00:00:00,2011-01-11 16:41:38,0.0,30.7632,-0.0,1,assignseriousness
Case 256,takeinchargeticket,15 days 18:18:18,2011-01-27 10:59:56,15.7627,15.0005,15.0002,2,"assignseriousness,takeinchargeticket"
Case 256,resolveticket,0 days 00:00:30,2011-01-27 11:00:26,0.0003,15.0002,15.0005,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 256,closed,15 days 00:00:16,2011-02-11 11:00:42,15.0002,-0.0,30.7632,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 4548,assignseriousness,0 days 00:00:00,2011-01-11 16:49:26,0.0,31.0006,0.0,1,assignseriousness
Case 4548,takeinchargeticket,0 days 15:20:38,2011-01-12 08:10:04,0.6393,30.3613,29.1307,2,"assignseriousness,takeinchargeticket"
Case 4548,resolveticket,1 days 05:32:07,2011-01-13 13:42:11,1.2306,29.1307,30.3613,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 4548,closed,29 days 03:08:15,2011-02-11 16:50:26,29.1307,0.0,31.0006,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 1240,assignseriousness,0 days 00:00:00,2011-01-12 08:36:24,0.0,37.0031,0.0,1,assignseriousness
Case 1240,takeinchargeticket,0 days 00:00:16,2011-01-12 08:36:40,0.0002,37.0029,30.7713,2,"assignseriousness,takeinchargeticket"
Case 1240,resolveticket,6 days 05:33:34,2011-01-18 14:10:14,6.2316,30.7713,37.0029,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 1240,closed,30 days 18:30:39,2011-02-18 08:40:53,30.7713,0.0,37.0031,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 3493,assignseriousness,0 days 00:00:00,2011-01-12 09:25:58,0.0,31.003,0.0,1,assignseriousness
Case 3493,takeinchargeticket,0 days 00:00:09,2011-01-12 09:26:07,0.0001,31.0029,30.9664,2,"assignseriousness,takeinchargeticket"
Case 3493,resolveticket,0 days 00:52:33,2011-01-12 10:18:40,0.0365,30.9664,31.0029,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 3493,closed,30 days 23:11:37,2011-02-12 09:30:17,30.9664,0.0,31.003,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 141,assignseriousness,0 days 00:00:00,2011-01-12 10:39:32,0.0,33.911,0.0,1,assignseriousness
Case 141,takeinchargeticket,0 days 00:00:24,2011-01-12 10:39:56,0.0003,33.9107,19.9619,2,"assignseriousness,takeinchargeticket"
Case 141,wait,0 days 00:10:30,2011-01-12 10:50:26,0.0073,33.9034,19.9625,3,"assignseriousness,takeinchargeticket,wait"
Case 141,takeinchargeticket,0 days 00:17:25,2011-01-12 11:07:51,0.0121,33.8913,33.8727,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 141,wait,0 days 00:26:43,2011-01-12 11:34:34,0.0186,33.8727,33.8913,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,wait"
Case 141,takeinchargeticket,13 days 21:50:40,2011-01-26 09:25:14,13.9102,19.9625,33.9034,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,wait,takeinchargeticket"
Case 141,resolveticket,0 days 00:00:50,2011-01-26 09:26:04,0.0006,19.9619,33.9107,7,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 141,closed,19 days 23:05:06,2011-02-15 08:31:10,19.9619,0.0,33.911,8,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 1631,assignseriousness,0 days 00:00:00,2011-01-12 11:12:07,0.0,44.0059,0.0,1,assignseriousness
Case 1631,takeinchargeticket,0 days 00:04:21,2011-01-12 11:16:28,0.003,44.0029,44.0028,2,"assignseriousness,takeinchargeticket"
Case 1631,resolveticket,0 days 00:00:08,2011-01-12 11:16:36,0.0001,44.0028,44.0029,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 1631,closed,44 days 00:04:05,2011-02-25 11:20:41,44.0028,0.0,44.0059,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 108,assignseriousness,0 days 00:00:00,2011-01-12 11:28:16,0.0,43.8644,-0.0,1,assignseriousness
Case 108,takeinchargeticket,11 days 21:53:10,2011-01-24 09:21:26,11.9119,31.9525,30.0003,2,"assignseriousness,takeinchargeticket"
Case 108,resolveticket,1 days 22:51:13,2011-01-26 08:12:39,1.9522,30.0003,31.9525,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 108,closed,30 days 00:00:23,2011-02-25 08:13:02,30.0003,-0.0,43.8644,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2435,assignseriousness,0 days 00:00:00,2011-01-12 13:30:57,0.0,38.791,-0.0,1,assignseriousness
Case 2435,takeinchargeticket,0 days 00:22:18,2011-01-12 13:53:15,0.0155,38.7755,30.0006,2,"assignseriousness,takeinchargeticket"
Case 2435,wait,0 days 00:00:27,2011-01-12 13:53:42,0.0003,38.7752,30.0007,3,"assignseriousness,takeinchargeticket,wait"
Case 2435,takeinchargeticket,8 days 18:35:14,2011-01-21 08:28:56,8.7745,30.0007,38.7752,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 2435,resolveticket,0 days 00:00:08,2011-01-21 08:29:04,0.0001,30.0006,38.7755,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 2435,closed,30 days 00:00:52,2011-02-20 08:29:56,30.0006,-0.0,38.791,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 933,assignseriousness,16 days 03:10:59,2011-01-12 14:31:23,16.1326,17.6243,0.0,1,assignseriousness
Case 933,takeinchargeticket,0 days 00:00:06,2011-01-28 17:42:28,0.0001,17.6242,15.0002,2,"assignseriousness,takeinchargeticket"
Case 933,resolveticket,2 days 14:58:34,2011-01-31 08:41:02,2.624,15.0002,17.6242,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 933,closed,15 days 00:00:20,2011-02-15 08:41:22,15.0002,0.0,17.6243,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2291,assignseriousness,0 days 00:00:00,2011-01-12 16:35:03,0.0,31.0038,0.0,1,assignseriousness
Case 2291,takeinchargeticket,1 days 18:51:52,2011-01-14 11:26:55,1.786,29.2178,29.2176,2,"assignseriousness,takeinchargeticket"
Case 2291,resolveticket,0 days 00:00:16,2011-01-14 11:27:11,0.0002,29.2176,29.2178,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2291,closed,29 days 05:13:22,2011-02-12 16:40:33,29.2176,0.0,31.0038,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 1414,assignseriousness,0 days 00:00:00,2011-01-12 16:57:28,0.0,44.6721,0.0,1,assignseriousness
Case 1414,takeinchargeticket,1 days 15:24:21,2011-01-14 08:21:49,1.6419,43.0302,30.0003,2,"assignseriousness,takeinchargeticket"
Case 1414,wait,0 days 00:20:02,2011-01-14 08:41:51,0.0139,43.0163,30.0004,3,"assignseriousness,takeinchargeticket,wait"
Case 1414,takeinchargeticket,13 days 00:22:55,2011-01-27 09:04:46,13.0159,30.0004,43.0163,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 1414,resolveticket,0 days 00:00:06,2011-01-27 09:04:52,0.0001,30.0003,43.0302,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 1414,closed,30 days 00:00:27,2011-02-26 09:05:19,30.0003,0.0,44.6721,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 672,assignseriousness,13 days 21:25:11,2011-01-13 10:59:41,13.8925,44.037,0.0,1,assignseriousness
Case 672,takeinchargeticket,0 days 00:00:07,2011-01-27 08:24:59,0.0001,44.0369,30.0003,2,"assignseriousness,takeinchargeticket"
Case 672,wait,8 days 05:16:15,2011-02-04 13:41:14,8.2196,35.8173,30.0006,3,"assignseriousness,takeinchargeticket,wait"
Case 672,takeinchargeticket,5 days 19:36:00,2011-02-10 09:17:14,5.8167,30.0006,35.8173,4,"assignseriousness,takeinchargeticket,wait,takeinchargeticket"
Case 672,resolveticket,0 days 00:00:23,2011-02-10 09:17:37,0.0003,30.0003,44.0369,5,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 672,closed,30 days 00:00:28,2011-03-12 09:18:05,30.0003,0.0,44.037,6,"assignseriousness,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 2144,assignseriousness,0 days 00:00:00,2011-01-13 11:40:05,0.0,59.0077,0.0,1,assignseriousness
Case 2144,takeinchargeticket,5 days 05:28:51,2011-01-18 17:08:56,5.2284,53.7793,53.7791,2,"assignseriousness,takeinchargeticket"
Case 2144,resolveticket,0 days 00:00:18,2011-01-18 17:09:14,0.0002,53.7791,53.7793,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2144,closed,53 days 18:41:52,2011-03-13 11:51:06,53.7791,0.0,59.0077,4,"assignseriousness,takeinchargeticket,resolveticket,closed"
Case 2184,assignseriousness,0 days 00:00:00,2011-01-13 11:48:42,0.0,33.9602,-0.0,1,assignseriousness
Case 2184,takeinchargeticket,7 days 22:39:55,2011-01-21 10:28:37,7.9444,26.0158,15.0002,2,"assignseriousness,takeinchargeticket"
Case 2184,resolveticket,0 days 05:17:57,2011-01-21 15:46:34,0.2208,25.795,15.0043,3,"assignseriousness,takeinchargeticket,resolveticket"
Case 2184,takeinchargeticket,2 days 22:40:27,2011-01-24 14:27:01,2.9448,22.8502,22.8074,4,"assignseriousness,takeinchargeticket,resolveticket,takeinchargeticket"
Case 2184,wait,0 days 01:01:35,2011-01-24 15:28:36,0.0428,22.8074,22.8502,5,"assignseriousness,takeinchargeticket,resolveticket,takeinchargeticket,wait"
Case 2184,takeinchargeticket,7 days 19:16:27,2011-02-01 10:45:03,7.8031,15.0043,25.795,6,"assignseriousness,takeinchargeticket,resolveticket,takeinchargeticket,wait,takeinchargeticket"
Case 2184,resolveticket,0 days 00:05:58,2011-02-01 10:51:01,0.0041,15.0002,26.0158,7,"assignseriousness,takeinchargeticket,resolveticket,takeinchargeticket,wait,takeinchargeticket,resolveticket"
Case 2184,closed,15 days 00:00:16,2011-02-16 10:51:17,15.0002,-0.0,33.9602,8,"assignseriousness,takeinchargeticket,resolveticket,takeinchargeticket,wait,takeinchargeticket,resolveticket,closed"
Case 1513,assignseriousness,4 days 02:02:26,2011-01-13 14:32:17,4.085,32.921,0.0,1,assignseriousness
Case 1513,takeinchargeticket,0 days 23:32:55,2011-01-18 16:07:38,0.9812,31.9398,31.9303,2,"assignseriousness,takeinchargeticket"
Case 1513,resolveticket,0 days 00:13:39,2011-01-18 16:21:17,0.0095,31.9303,31.9398,3,"assignseriousness,takeinchargeticket,resolveticket"
