case_id,prefix,k,time_passed,recent_time,latest_time,remaining_time_days
Case 3579,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,49,49,45,0
Case 1667,assign-seriousness,0,0,0,0,40
Case 1667,assign-seriousness take-in-charge-ticket,1,0,0,0,39
Case 1667,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,39
Case 1667,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,39,39,39,0
Case 818,assign-seriousness,0,0,0,0,38
Case 818,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 818,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,37
Case 818,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,37,37,0
Case 1638,assign-seriousness,0,0,0,0,31
Case 1638,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 1638,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1638,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 4453,assign-seriousness,0,0,0,0,45
Case 4453,assign-seriousness take-in-charge-ticket,1,0,0,0,45
Case 4453,assign-seriousness take-in-charge-ticket wait,2,0,0,0,45
Case 4453,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,45
Case 4453,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,45
Case 4453,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,45,45,45,0
Case 3355,assign-seriousness,0,0,0,0,44
Case 3355,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 3355,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,42
Case 3355,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,42,0
Case 2710,assign-seriousness,0,0,0,0,36
Case 2710,assign-seriousness take-in-charge-ticket,1,13,0,13,23
Case 2710,assign-seriousness take-in-charge-ticket wait,2,13,13,0,22
Case 2710,assign-seriousness take-in-charge-ticket wait wait,3,14,1,1,21
Case 2710,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,19,6,5,16
Case 2710,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,19,5,0,16
Case 2710,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,35,16,16,0
Case 2075,assign-seriousness,0,0,0,0,44
Case 2075,assign-seriousness take-in-charge-ticket,1,1,0,1,42
Case 2075,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,42
Case 2075,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,42,42,0
Case 3681,assign-seriousness,0,0,0,0,44
Case 3681,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 3681,assign-seriousness take-in-charge-ticket resolve-ticket,2,8,8,8,35
Case 3681,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,35,0
Case 32,assign-seriousness,0,0,0,0,38
Case 32,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 32,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,36
Case 32,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,36,0
Case 1951,assign-seriousness,0,0,0,0,59
Case 1951,assign-seriousness take-in-charge-ticket,1,0,0,0,59
Case 1951,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,59
Case 1951,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,59,59,59,0
Case 2715,assign-seriousness,0,0,0,0,46
Case 2715,assign-seriousness take-in-charge-ticket,1,0,0,0,45
Case 2715,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 2715,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,0
Case 4184,assign-seriousness,0,0,0,0,31
Case 4184,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 4184,assign-seriousness take-in-charge-ticket wait,2,0,0,0,31
Case 4184,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,30
Case 4184,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,30
Case 4184,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,30,30,30,0
Case 1940,assign-seriousness,0,0,0,0,31
Case 1940,assign-seriousness take-in-charge-ticket,1,1,0,1,29
Case 1940,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,5,23
Case 1940,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,29,23,0
Case 1288,take-in-charge-ticket,0,0,0,0,37
Case 1288,take-in-charge-ticket resolve-ticket,1,1,0,1,36
Case 1288,take-in-charge-ticket resolve-ticket take-in-charge-ticket,2,1,1,0,36
Case 1288,take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,3,1,0,0,36
Case 1288,take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,4,5,4,4,32
Case 1288,take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,5,4,0,32
Case 1288,take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,37,32,32,0
Case 4414,assign-seriousness,0,0,0,0,31
Case 4414,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 4414,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,31
Case 4414,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,7,7,7,23
Case 4414,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,11,11,4,19
Case 4414,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,5,30,23,19,0
Case 812,assign-seriousness,0,0,0,0,37
Case 812,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 812,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 812,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,36,0
Case 2896,assign-seriousness,0,0,0,0,59
Case 2896,assign-seriousness take-in-charge-ticket,1,7,0,7,51
Case 2896,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,0,51
Case 2896,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,51,51,0
Case 2610,assign-seriousness,0,0,0,0,36
Case 2610,assign-seriousness take-in-charge-ticket,1,0,0,0,35
Case 2610,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,35
Case 2610,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,0,0,0,35
Case 2610,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket,4,5,5,5,30
Case 2610,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,5,5,0,30
Case 2610,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,35,30,30,0
Case 1865,assign-seriousness,0,0,0,0,37
Case 1865,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 1865,assign-seriousness take-in-charge-ticket wait,2,0,0,0,36
Case 1865,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,6,7,6,30
Case 1865,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,6,7,0,29
Case 1865,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,35,30,29,0
Case 3370,assign-seriousness,0,0,0,0,37
Case 3370,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 3370,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 3370,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,0,0,0,36
Case 3370,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,4,4,4,32
Case 3370,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,36,36,32,0
Case 3924,assign-seriousness,0,0,0,0,33
Case 3924,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 3924,assign-seriousness take-in-charge-ticket wait,2,4,4,4,29
Case 3924,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,4,5,0,28
Case 3924,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,4,0,0,28
Case 3924,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,32,28,28,0
Case 4490,assign-seriousness,0,0,0,0,42
Case 4490,assign-seriousness take-in-charge-ticket,1,0,0,0,42
Case 4490,assign-seriousness take-in-charge-ticket wait,2,3,3,3,38
Case 4490,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,10,10,7,31
Case 4490,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,10,7,0,31
Case 4490,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,41,31,31,0
Case 2950,assign-seriousness,0,0,0,0,44
Case 2950,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 2950,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2950,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,0
Case 1243,assign-seriousness,0,0,0,0,33
Case 1243,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 1243,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,12,12,20
Case 1243,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,20,0
Case 2069,assign-seriousness,0,0,0,0,44
Case 2069,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 2069,assign-seriousness take-in-charge-ticket resolve-ticket,2,11,11,11,32
Case 2069,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,32,0
Case 198,assign-seriousness,0,0,0,0,46
Case 198,assign-seriousness take-in-charge-ticket,1,0,0,0,46
Case 198,assign-seriousness take-in-charge-ticket resolve-ticket,2,11,11,11,35
Case 198,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,46,46,35,0
Case 1648,assign-seriousness,0,0,0,0,52
Case 1648,assign-seriousness take-in-charge-ticket,1,1,0,1,50
Case 1648,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,50
Case 1648,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,51,50,50,0
Case 577,assign-seriousness,0,0,0,0,32
Case 577,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 577,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,32
Case 577,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,17,17,17,15
Case 577,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,32,32,15,0
Case 1651,assign-seriousness,0,0,0,0,33
Case 1651,assign-seriousness take-in-charge-ticket,1,3,0,3,29
Case 1651,assign-seriousness take-in-charge-ticket wait,2,9,10,6,23
Case 1651,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,17,14,8,15
Case 1651,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,23,15,0
Case 334,assign-seriousness,0,0,0,0,34
Case 334,assign-seriousness take-in-charge-ticket,1,0,0,0,34
Case 334,assign-seriousness take-in-charge-ticket wait,2,2,2,2,32
Case 334,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,3,3,1,30
Case 334,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,3,1,0,30
Case 334,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,33,30,30,0
Case 3906,assign-seriousness,0,0,0,0,31
Case 3906,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 3906,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3906,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 4063,assign-seriousness,0,0,0,0,48
Case 4063,assign-seriousness take-in-charge-ticket,1,0,0,0,48
Case 4063,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,47
Case 4063,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,48,47,0
Case 2895,assign-seriousness,0,0,0,0,31
Case 2895,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 2895,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2895,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,0
Case 1838,assign-seriousness,0,0,0,0,31
Case 1838,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 1838,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1838,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 4174,assign-seriousness,0,0,0,0,59
Case 4174,assign-seriousness take-in-charge-ticket,1,0,0,0,58
Case 4174,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,54
Case 4174,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,58,54,0
Case 1933,assign-seriousness,0,0,0,0,33
Case 1933,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,32
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,0,0,0,32
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,32,32,32,0
Case 1616,assign-seriousness,0,0,0,0,31
Case 1616,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 1616,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1616,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 3908,assign-seriousness,0,0,0,0,31
Case 3908,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 3908,assign-seriousness take-in-charge-ticket resolve-ticket,2,8,8,8,22
Case 3908,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,22,0
Case 2900,assign-seriousness,0,0,0,0,46
Case 2900,assign-seriousness take-in-charge-ticket,1,0,0,0,46
Case 2900,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 2900,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,46,45,0
Case 2822,assign-seriousness,0,0,0,0,31
Case 2822,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 2822,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2822,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 3526,assign-seriousness,0,0,0,0,36
Case 3526,assign-seriousness take-in-charge-ticket,1,0,0,0,36
Case 3526,assign-seriousness take-in-charge-ticket wait,2,8,8,8,28
Case 3526,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,21,21,13,15
Case 3526,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,21,13,0,15
Case 3526,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,36,15,15,0
Case 3216,assign-seriousness,0,0,0,0,37
Case 3216,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 3216,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,35
Case 3216,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,35,0
Case 1264,assign-seriousness,0,0,0,0,34
Case 1264,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 1264,assign-seriousness take-in-charge-ticket wait,2,0,0,0,33
Case 1264,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,14,14,14,19
Case 1264,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,14,14,0,19
Case 1264,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,33,19,19,0
Case 3164,assign-seriousness,0,0,0,0,34
Case 3164,assign-seriousness take-in-charge-ticket,1,15,0,15,19
Case 3164,assign-seriousness take-in-charge-ticket resolve-ticket,2,19,19,4,15
Case 3164,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,34,19,15,0
Case 2189,assign-seriousness,0,0,0,0,57
Case 2189,assign-seriousness take-in-charge-ticket,1,0,0,0,57
Case 2189,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,56
Case 2189,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,56,57,56,0
Case 4381,assign-seriousness,0,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket,1,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket wait,2,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,0,0,0,56
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,7,14,14,14,41
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,8,14,15,0,41
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,9,32,18,18,22
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,10,32,18,0,22
Case 4381,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,11,54,22,22,0
Case 1361,assign-seriousness,0,0,0,0,37
Case 1361,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 1361,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 1361,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,36,0
Case 1207,assign-seriousness,0,0,0,0,34
Case 1207,assign-seriousness take-in-charge-ticket,1,13,0,13,20
Case 1207,assign-seriousness take-in-charge-ticket wait,2,13,13,0,20
Case 1207,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,5,5,15
Case 1207,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,20,15,0
Case 1845,assign-seriousness,0,0,0,0,37
Case 1845,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 1845,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,37
Case 1845,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,0,0,0,36
Case 1845,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,0,0,0,36
Case 1845,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,5,36,36,36,0
Case 267,assign-seriousness,0,0,0,0,44
Case 267,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 267,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 267,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,0
Case 730,assign-seriousness,0,0,0,0,49
Case 730,assign-seriousness take-in-charge-ticket,1,0,0,0,49
Case 730,assign-seriousness take-in-charge-ticket wait,2,0,0,0,49
Case 730,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,34,34,34,15
Case 730,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,34,34,0,15
Case 730,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,49,15,15,0
Case 123,assign-seriousness,0,0,0,0,44
Case 123,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 123,assign-seriousness take-in-charge-ticket wait,2,0,0,0,43
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,6,6,6,37
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,6,6,0,37
Case 123,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,43,37,37,0
Case 3996,assign-seriousness,0,0,0,0,33
Case 3996,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 3996,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 3996,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,0
Case 2376,assign-seriousness,0,0,0,0,55
Case 2376,assign-seriousness take-in-charge-ticket,1,11,0,11,43
Case 2376,assign-seriousness take-in-charge-ticket resolve-ticket,2,13,13,2,41
Case 2376,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,54,43,41,0
Case 2902,assign-seriousness,0,0,0,0,44
Case 2902,assign-seriousness take-in-charge-ticket,1,11,0,11,32
Case 2902,assign-seriousness take-in-charge-ticket resolve-ticket,2,13,13,2,30
Case 2902,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,32,30,0
Case 2122,assign-seriousness,0,0,0,0,33
Case 2122,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 2122,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 2122,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,0
Case 4246,assign-seriousness,0,0,0,0,44
Case 4246,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 4246,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 4246,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,0
Case 2557,assign-seriousness,0,0,0,0,44
Case 2557,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 2557,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2557,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,0
Case 4256,assign-seriousness,0,0,0,0,31
Case 4256,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 4256,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 4256,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 649,assign-seriousness,0,0,0,0,31
Case 649,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 649,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 649,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 3138,assign-seriousness,0,0,0,0,39
Case 3138,assign-seriousness take-in-charge-ticket,1,7,0,7,31
Case 3138,assign-seriousness take-in-charge-ticket wait,2,9,10,2,29
Case 3138,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,23,16,14,15
Case 3138,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,23,14,0,15
Case 3138,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,38,15,15,0
Case 386,assign-seriousness,0,0,0,0,37
Case 386,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 386,assign-seriousness take-in-charge-ticket wait,2,3,3,3,33
Case 386,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,6,6,3,30
Case 386,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,6,3,0,30
Case 386,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,36,30,30,0
Case 1672,assign-seriousness,0,0,0,0,31
Case 1672,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 1672,assign-seriousness take-in-charge-ticket wait,2,0,0,0,30
Case 1672,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,30
Case 1672,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,30
Case 1672,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,30,30,30,0
Case 4569,assign-seriousness,0,0,0,0,53
Case 4569,assign-seriousness take-in-charge-ticket,1,0,0,0,53
Case 4569,assign-seriousness take-in-charge-ticket wait,2,1,1,1,51
Case 4569,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,23,24,22,29
Case 4569,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,23,22,0,29
Case 4569,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,52,29,29,0
Case 571,assign-seriousness,0,0,0,0,56
Case 571,assign-seriousness take-in-charge-ticket,1,1,0,1,55
Case 571,assign-seriousness take-in-charge-ticket wait,2,29,29,28,27
Case 571,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,41,40,12,15
Case 571,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,41,12,0,15
Case 571,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,56,15,15,0
Case 3000,assign-seriousness,0,0,0,0,32
Case 3000,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 3000,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,31
Case 3000,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,32,31,0
Case 4164,assign-seriousness,0,0,0,0,30
Case 4164,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 4164,assign-seriousness take-in-charge-ticket wait,2,0,0,0,30
Case 4164,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,30
Case 4164,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,30
Case 4164,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,30,30,30,0
Case 2082,assign-seriousness,0,0,0,0,49
Case 2082,assign-seriousness take-in-charge-ticket,1,0,0,0,49
Case 2082,assign-seriousness take-in-charge-ticket wait,2,0,0,0,49
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,49
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,0,0,0,49
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,0,0,0,48
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,6,0,0,0,48
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,7,18,18,18,30
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,8,18,18,0,30
Case 2082,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,9,48,30,30,0
Case 3054,assign-seriousness,0,0,0,0,31
Case 3054,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,30
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,1,1,1,29
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,1,1,0,29
Case 3054,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,5,30,29,29,0
Case 2781,assign-seriousness,0,0,0,0,50
Case 2781,assign-seriousness take-in-charge-ticket,1,0,0,0,50
Case 2781,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,48
Case 2781,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,49,50,48,0
Case 2471,assign-seriousness,0,0,0,0,50
